bed.block.order,bed.order,AB.CD.order,column.order,status,block,bed,row,col,pop.id,mf,dame_mf,sire_mf,rep,Unique.ID,Notes
683,750,10,2,available,J,F,11,C,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,43,2281,
684,751,10,2,available,J,F,11,D,(WL2 x BH) x (WL2 x CC),1_2,1,2,2,2511,
685,752,10,2,available,J,F,12,C,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,8,2246,
686,753,10,2,buffer,J,F,12,D,buffer,,,,,buffer,
687,754,10,2,buffer,J,F,13,C,buffer,,,,,buffer,
715,755,10,2,available,K,F,13,D,LV1 x WL2,14_8,14,8,2,2481,
716,756,10,2,available,K,F,14,C,WL1,8,8,,2,2404,
717,757,10,2,available,K,F,14,D,(SQ3 x WL2) x (WL2),3_13-B,3,13-B,6,2447,
718,758,10,2,available,K,F,15,C,(WV x TM2) x (TM2 x WL2),2_1,2,1,3,2334,
719,759,10,2,available,K,F,15,D,(WV x WL2) x (WV),20_7-3,20,3-Jul,4,2371,
720,760,10,2,available,K,F,16,C,(WL2 x TM2) x (WV x WL2),3_4,3,4,1,2294,
721,761,10,2,available,K,F,16,D,(TM2 x WL2) x (TM2 x BH),14_13,14,13,1,2126,
722,762,10,2,available,K,F,17,C,TM2,9,9,,67,1771,
792,763,10,2,buffer,,F,17,D,buffer,,,,,buffer,
723,764,10,2,available,K,F,18,C,(WL2 x WV) x (CC x WL2),1_1,1,1,3,2298,
793,765,10,2,2024-survivor,,F,18,D,(LV1 x WL2) x (WL2),,,,1,64,
724,766,10,2,available,K,F,19,C,(TM2 x WL2) x (WL2 x DPR),15_18,15,18,2,2167,
725,767,10,2,available,K,F,19,D,(TM2) x (TM2 x WL2),2-1_2,1-Feb,2,3,2506,
726,768,10,2,available,K,F,20,C,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,24,2262,
794,769,10,2,2024-survivor,,F,20,D,(TM2 x WL2) x (YO11 x WL2),,,,9,381,
727,770,10,2,available,K,F,21,C,WL2,5,5,,46,1869,
728,771,10,2,out-of-bounds,K,F,21,D,NA,,,,,NA,unplantable
795,772,10,2,buffer,,F,22,C,buffer,,,,,buffer,
729,773,10,2,available,K,F,22,D,(LV1 x WL2) x (WL2),6_16-A,6,16-A,3,2443,
730,774,10,2,available,K,F,23,C,(DPR x TM2) x (TM2 x WL2),3_2,3,2,5,2082,
731,775,10,2,available,K,F,23,D,WL2,2,2,,20,1843,
732,776,10,2,available,K,F,24,C,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,33,2271,
733,777,10,2,available,K,F,24,D,WV,11,11,,21,2629,
734,778,10,2,available,K,F,25,C,(WL2 x WV) x (CC x WL2),1_1,1,1,2,2545,
735,779,10,2,available,K,F,25,D,(WL2 x TM2) x (CC x TM2),2-3_2-3,3-Feb,3-Feb,3,2448,
736,780,10,2,available,K,F,26,C,(TM2 x WL2) x (TM2),3_2-13,3,13-Feb,11,2139,
737,781,10,2,available,K,F,26,D,(DPR x TM2) x (TM2 x WL2),3_2,3,2,2,2587,
738,782,10,2,available,K,F,27,C,WL2 x DPR,,,,3,2016,
739,783,10,2,available,K,F,27,D,WL2,10,10,,91,1914,
740,784,10,2,available,K,F,28,C,(CC x WL2) x (WL2),4_13-B,4,13-B,9,2438,
741,785,10,2,available,K,F,28,D,TM2 x WL2,,,,12,2003,
796,786,10,2,out-of-bounds,,F,29,C,NA,,,,,NA,
797,787,10,2,out-of-bounds,,F,29,D,NA,,,,,NA,
751,788,10,2,available,L,F,40,C,LV1 x WL2,14_8,14,8,6,1983,
752,789,10,2,available,L,F,40,D,(WL2 x BH) x (WL2 x CC),,,,17,2529,
753,790,10,2,available,L,F,41,C,SQ3,12,12,,10,1693,
798,791,10,2,2024-survivor,,F,41,D,(TM2 x WL2) x (SQ3 x WL2),,,,10,314,
754,792,10,2,available,L,F,42,C,WL2 x CC,,,,1,2013,
755,793,10,2,available,L,F,42,D,(WL2) x (WL2 x BH),3-14_1,14-Mar,1,7,2315,
756,794,10,2,available,L,F,43,C,SQ3,7,7,,21,2401,
757,795,10,2,available,L,F,43,D,TM2,3,3,,21,1725,
799,796,10,2,buffer,,F,44,C,buffer,,,,,buffer,
758,797,10,2,available,L,F,44,D,(TM2 x WL2) x (TM2),3_2-13,3,13-Feb,12,2140,
759,798,10,2,available,L,F,45,C,WL1,8,8,,7,2407,
760,799,10,2,available,L,F,45,D,(WL2 x WV) x (CC x WL2),1_1,1,1,3,2546,
800,800,10,2,buffer,,F,46,C,buffer,,,,,buffer,
801,801,10,2,buffer,,F,46,D,buffer,,,,,buffer,
802,802,10,2,buffer,,F,47,C,buffer,,,,,buffer,
803,803,10,2,buffer,,F,47,D,buffer,,,,,buffer,
942,804,11,1,buffer,,G,1,A,buffer,,,,,buffer,
943,805,11,1,buffer,,G,1,B,buffer,,,,,buffer,
944,806,11,1,buffer,,G,2,A,buffer,,,,,buffer,
945,807,11,1,buffer,,G,2,B,buffer,,,,,buffer,
946,808,11,1,buffer,,G,3,A,buffer,,,,,buffer,
947,809,11,1,buffer,,G,3,B,buffer,,,,,buffer,
804,810,11,1,available,L,G,4,A,(WL2) x (WL2 x TM2),3-14_2,14-Mar,2,5,2460,
805,811,11,1,available,L,G,4,B,WL2 x YO11,8-1_14-10,1-Aug,14-10,7,2053,
806,812,11,1,available,L,G,5,A,WL1,18,18,,10,1812,dead pre-planting
807,813,11,1,available,L,G,5,B,WL2 x WV,,,,1,2491,
808,814,11,1,available,L,G,6,A,(SQ3 x WL2) x (WL2),3_13-B,3,13-B,1,2092,
809,815,11,1,available,L,G,6,B,BH,3,3,,5,1604,
810,816,11,1,available,L,G,7,A,(WV x TM2) x (TM2 x WL2),2_1,2,1,4,2335,
811,817,11,1,available,L,G,7,B,(WV x WL2) x (WL2 x BH),2_2,2,2,9,2351,
812,818,11,1,available,L,G,8,A,(WL2 x BH) x (WL2 x CC),1_2,1,2,3,2513,
813,819,11,1,available,L,G,8,B,(SQ3 x WL2) x (WL2),12_16-A,12,16-A,21,2112,
814,820,11,1,available,L,G,9,A,(WL2 x WV) x (CC x WL2),1_1,1,1,4,2299,
815,821,11,1,available,L,G,9,B,WL2,3,3,,22,1845,
816,822,11,1,available,L,G,10,A,(DPR x TM2) x (TM2 x WL2),3_2,3,2,3,2588,
817,823,11,1,available,L,G,10,B,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,10,2248,
818,824,11,1,available,L,G,11,A,(WL2 x TM2) x (CC x TM2),2-3_2-3,3-Feb,3-Feb,2,2232,dead pre-planting
819,825,11,1,available,L,G,11,B,(WV x WL2) x (WV),20_7-3,20,3-Jul,5,2372,
820,826,11,1,available,L,G,12,A,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,25,2263,
821,827,11,1,available,L,G,12,B,(CC x WL2) x (WL2),2_13-B,2,13-B,1,2436,
822,828,11,1,available,L,G,13,A,WL2 x LV1,8-1_14-1,1-Aug,14-1,3,2021,added at randomization
823,829,11,1,buffer,L,G,13,B,buffer,,,,,buffer,
837,830,11,1,available,M,G,14,A,(WL2 x WV) x (CC x WL2),1_1,1,1,3,2547,
838,831,11,1,available,M,G,14,B,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,12,2250,
839,832,11,1,available,M,G,15,A,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,42,2280,
840,833,11,1,available,M,G,15,B,WL1,18,18,,12,1814,
841,834,11,1,available,M,G,16,A,TM2,,,,93,1797,
842,835,11,1,available,M,G,16,B,WL2 x YO11,8-1_11-1,1-Aug,1-Nov,4,2435,
843,836,11,1,available,M,G,17,A,(WV x WL2) x (WL2 x CC),3_1,3,1,15,2572,
844,837,11,1,available,M,G,17,B,WV,18,18,,4,1925,
845,838,11,1,available,M,G,18,A,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,26,2264,
846,839,11,1,available,M,G,18,B,(WL2 x BH) x (WL2 x CC),1_2,1,2,1,2508,
847,840,11,1,available,M,G,19,A,(LV1 x WL2) x (WL2),6_16-A,6,16-A,2,2441,
848,841,11,1,available,M,G,19,B,(WL2 x BH) x (WL2 x TM2),2_3,2,3,2,2215,
849,842,11,1,available,M,G,20,A,(TM2 x WL2) x (TM2),3_1-3,3,3-Jan,6,2599,
850,843,11,1,available,M,G,20,B,(DPR x TM2) x (TM2 x WL2),3_2,3,2,4,2589,
851,844,11,1,available,M,G,21,A,WL2,3,3,,23,1846,
852,845,11,1,available,M,G,21,B,(TM2) x (TM2 x WL2),,,,16,2184,
853,846,11,1,available,M,G,22,A,(DPR x TM2) x (TM2 x WL2),3_2,3,2,7,2084,
854,847,11,1,available,M,G,22,B,WL1 x WL2,2-2_10-1,2-Feb,1-Oct,6,2424,
855,848,11,1,available,M,G,23,A,TM2,11,11,,72,1776,
856,849,11,1,available,M,G,23,B,(WL2 x BH) x (WL2 x CC),1_2,1,2,7,2198,
857,850,11,1,available,M,G,24,A,SQ3,12,12,,11,1694,
858,851,11,1,available,M,G,24,B,(WL2 x BH) x (WL2 x CC),2_3,2,3,22,2536,
859,852,11,1,available,M,G,25,A,(WV x WL2) x (WL2 x CC),3_1,3,1,3,2355,
860,853,11,1,available,M,G,25,B,(WL2 x TM2) x (WL2 x BH),1_2,1,2,2,2456,
861,854,11,1,available,M,G,26,A,(WV x WL2) x (WL2 x BH),2_2,2,2,3,2561,
862,855,11,1,available,M,G,26,B,(LV1 x WL2) x (YO11 x WL2),8_25,8,25,1,2496,moved here due to rock; double check the position
863,856,11,1,buffer,M,G,27,A,buffer,,,,,buffer,
889,857,11,1,available,N,G,27,B,(WV x TM2) x (TM2 x WL2),2_1,2,1,7,2612,
890,858,11,1,available,N,G,28,A,(TM2 x WL2) x (TM2),3_2-13,3,13-Feb,16,2144,
891,859,11,1,available,N,G,28,B,(WV x WL2) x (WL2 x BH),2_2,2,2,6,2565,
892,860,11,1,available,N,G,29,A,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,13,2251,
893,861,11,1,available,N,G,29,B,(WL2 x BH) x (WL2 x TM2),2_3,2,3,3,2216,
948,862,11,1,2024-survivor,,G,30,A,WV x TM2,,,,2,195,
894,863,11,1,available,N,G,30,B,(TM2 x WL2) x (TM2),3_2-13,3,13-Feb,29,2157,
895,864,11,1,available,N,G,31,A,(WV x WL2) x (WL2 x CC),3_1,3,1,9,2469,
896,865,11,1,available,N,G,31,B,BH,3,3,,2,2615,
897,866,11,1,available,N,G,32,A,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,49,2287,
898,867,11,1,available,N,G,32,B,(WL2 x BH) x (WL2 x CC),1_2,1,2,8,2199,
899,868,11,1,available,N,G,33,A,(WV x WL2) x (WL2 x CC),3_1,3,1,7,2465,
900,869,11,1,available,N,G,33,B,(SQ3 x WL2) x (WL2),12_16-A,12,16-A,12,2500,
901,870,11,1,available,N,G,34,A,WL2,3,3,,24,1847,
902,871,11,1,available,N,G,34,B,(SQ3 x WL2) x (WL2),12_16-A,12,16-A,23,2114,
903,872,11,1,available,N,G,35,A,(WL2 x BH) x (WL2 x CC),2_3,2,3,21,2535,
904,873,11,1,available,N,G,35,B,(WL2 x BH) x (CC x WL2),2_2,2,2,1,2188,
905,874,11,1,available,N,G,36,A,(WL2 x WV) x (CC x WL2),1_1,1,1,4,2548,
906,875,11,1,available,N,G,36,B,TM2,4,4,,28,1732,
949,876,11,1,buffer,,G,37,A,buffer,,,,,buffer,
907,877,11,1,available,N,G,37,B,(WL2 x BH) x (WL2 x CC),1_2,1,2,14,2527,
908,878,11,1,available,N,G,38,A,SQ3,12,12,,14,1697,
950,879,11,1,2024-survivor,,G,38,B,(WV x WL2) x (WL2 x DPR),,,,6,1330,
909,880,11,1,available,N,G,39,A,DPR,11,11,,3,2618,
910,881,11,1,available,N,G,39,B,(SQ3 x WL2) x (WL2),3_13-B,3,13-B,3,2094,
911,882,11,1,available,N,G,40,A,(TM2) x (TM2 x WL2),2-1_2,1-Feb,2,3,2171,
912,883,11,1,available,N,G,40,B,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,32,2270,
913,884,11,1,available,N,G,41,A,(WL2 x CC) x (WL2 x BH),1_1,1,1,3,2229,
951,885,11,1,2024-survivor,,G,41,B,(DPR x WL2) x (YO11 x WL2),,,,12,706,
914,886,11,1,buffer,N,G,42,A,buffer,,,,,buffer,
952,887,11,1,2024-survivor,,G,42,B,(DPR x WL2) x (WV x WL2),,,,8,1464,
915,888,11,1,buffer,N,G,43,A,buffer,,,,,buffer,
953,889,11,1,buffer,,G,44,A,buffer,,,,,buffer,
954,890,11,1,buffer,,G,44,B,buffer,,,,,buffer,
955,891,11,1,buffer,,G,45,A,buffer,,,,,buffer,
956,892,11,1,buffer,,G,45,B,buffer,,,,,buffer,
957,893,12,2,buffer,,G,1,C,buffer,,,,,buffer,
958,894,12,2,buffer,,G,1,D,buffer,,,,,buffer,
959,895,12,2,buffer,,G,2,C,buffer,,,,,buffer,
960,896,12,2,buffer,,G,2,D,buffer,,,,,buffer,
961,897,12,2,buffer,,G,3,C,buffer,,,,,buffer,
962,898,12,2,buffer,,G,3,D,buffer,,,,,buffer,
824,899,12,2,available,L,G,4,C,TM2,6,6,,47,2632,
963,900,12,2,2024-survivor,,G,4,D,(WL2 x DPR) x (WL2),,,,3,1100,
825,901,12,2,available,L,G,5,C,(DPR x TM2) x (TM2 x WL2),3_2,3,2,6,2083,
964,902,12,2,2023-survivor,,G,5,D,YO7,5,,,7,YO7_5_7,
826,903,12,2,available,L,G,6,C,(WL2 x BH) x (WL2 x CC),2_3,2,3,22,2537,
827,904,12,2,available,L,G,6,D,(WV x WL2) x (WL2 x BH),2_2,2,2,1,2560,
828,905,12,2,available,L,G,7,C,(WL2) x (DPR x WL2),3,,3,1,2306,
829,906,12,2,available,L,G,7,D,WL2 x LV1,2-A_14-A,2-A,14-A,6,2024,
830,907,12,2,available,L,G,8,C,(TM2 x WL2) x (TM2),3_1-3,3,3-Jan,1,2598,
965,908,12,2,2024-survivor,,G,8,D,TM2,,,,60,530,
831,909,12,2,available,L,G,9,C,WL1 x WL2,2-3_2-2,3-Feb,2-Feb,3,2008,
966,910,12,2,buffer,,G,9,D,buffer,,,,,buffer,
832,911,12,2,available,L,G,10,C,(WL2 x BH) x (WL2 x CC),1_2,1,2,6,2197,
967,912,12,2,buffer,,G,10,D,buffer,,,,,buffer,
833,913,12,2,available,L,G,11,C,(LV1 x WL2) x (YO11 x WL2),8_25,8,25,1,2495,
834,914,12,2,available,L,G,11,D,(LV1 x WL2) x (WL2),6_16-A,6,16-A,3,2089,
835,915,12,2,buffer,L,G,12,C,buffer,,,,,buffer,
836,916,12,2,buffer,L,G,12,D,buffer,,,,,buffer,
864,917,12,2,available,M,G,13,C,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,47,2645,
865,918,12,2,available,M,G,13,D,TM2,4,4,,25,1729,
866,919,12,2,available,M,G,14,C,(TM2 x WL2) x (TM2),3_2-13,3,13-Feb,14,2142,
867,920,12,2,available,M,G,14,D,(WV x WL2) x (WL2 x BH),2_2,2,2,10,2352,
868,921,12,2,out-of-bounds,M,G,15,C,NA,,,,,NA,rock here
869,922,12,2,available,M,G,15,D,TM2,11,11,,72,2639,
870,923,12,2,available,M,G,16,C,LV1 x WL2,14_8,14,8,2,1979,
871,924,12,2,available,M,G,16,D,WL2,4,4,,40,1863,
872,925,12,2,available,M,G,17,C,(WL2 x BH) x (WL2 x CC),1_2,1,2,6,2517,
873,926,12,2,out-of-bounds,M,G,17,D,NA,,,,,NA,rock here
874,927,12,2,available,M,G,18,C,(WL2 x WV) x (CC x WL2),1_1,1,1,5,2300,
875,928,12,2,available,M,G,18,D,(WL2 x WV) x (CC x WL2),1_1,1,1,7,2553,
876,929,12,2,available,M,G,19,C,(WV x WL2) x (WL2 x CC),3_1,3,1,3,2464,
877,930,12,2,available,M,G,19,D,(WV x TM2) x (WL2 x TM2),3_1,3,1,1,2556,
878,931,12,2,available,M,G,20,C,BH,3,3,,3,2614,
879,932,12,2,available,M,G,20,D,(WL2 x TM2) x (WV x WL2),3_4,3,4,2,2295,replaced 2077 with 2295
880,933,12,2,available,M,G,21,C,(WL2 x TM2) x (CC x TM2),2-3_2-3,3-Feb,3-Feb,3,2233,
881,934,12,2,available,M,G,21,D,(WV x TM2) x (TM2 x WL2),2_1,2,1,5,2336,
882,935,12,2,available,M,G,22,C,(CC x WL2) x (WL2),4_13-B,4,13-B,14,2439,
968,936,12,2,out-of-bounds,,G,22,D,NA,,,,,NA,
969,937,12,2,buffer,,G,23,C,buffer,,,,,buffer,
970,938,12,2,out-of-bounds,,G,23,D,NA,,,,,NA,
883,939,12,2,available,M,G,24,C,(SQ3 x WL2) x (WL2),3_13-B,3,13-B,2,2093,
884,940,12,2,available,M,G,24,D,(WL2) x (WL2 x TM2),3-14_2,14-Mar,2,12,2327,
885,941,12,2,available,M,G,25,C,WL2,7,7,,68,1891,
886,942,12,2,available,M,G,25,D,SQ3 x WL2,6-C_8-A,6-C,8-A,3,1991,
887,943,12,2,available,M,G,26,C,WL2 x LV1,8-1_14-1,1-Aug,14-1,10,2650,added at randomization
888,944,12,2,available,M,G,26,D,(WL2) x (WL2 x BH),3-14_1,14-Mar,1,5,2313,moved here due to rock; double check the position
916,945,12,2,available,N,G,27,C,WL2,7,7,,67,1890,
917,946,12,2,available,N,G,27,D,(WV x WL2) x (WL2 x BH),2_2,2,2,5,2562,
918,947,12,2,available,N,G,28,C,(DPR x TM2) x (TM2 x WL2),3_2,3,2,4,2590,
919,948,12,2,available,N,G,28,D,(WL2) x (WL2 x BH),3-14_1,14-Mar,1,2,2310,
920,949,12,2,available,N,G,29,C,(CC x WL2) x (WL2),4_13-B,4,13-B,14,2074,
921,950,12,2,out-of-bounds,N,G,29,D,NA,,,,,NA,rock here
922,951,12,2,available,N,G,30,C,TM2,9,9,,64,2635,
923,952,12,2,available,N,G,30,D,(WV x WL2) x (WV),20_7-3,20,3-Jul,3,2575,
924,953,12,2,available,N,G,31,C,WL2 x LV1,8-1_14-1,1-Aug,14-1,1,2019,
925,954,12,2,available,N,G,31,D,TM2,8,8,,61,1765,
926,955,12,2,available,N,G,32,C,WL1,18,18,,13,1815,
927,956,12,2,available,N,G,32,D,WL2,5,5,,49,1872,
928,957,12,2,available,N,G,33,C,WL1 x WL2,2-3_2-2,3-Feb,2-Feb,1,2421,
929,958,12,2,available,N,G,33,D,(WV x TM2) x (TM2 x WL2),2_1,2,1,1,2604,
971,959,12,2,2024-survivor,,G,34,C,(WL2 x BH) x (WL2 x TM2),,,,3,238,
930,960,12,2,available,N,G,34,D,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,37,2275,
972,961,12,2,2024-survivor,,G,35,C,(WV) x (WV x WL2),,,,8,1394,
931,962,12,2,available,N,G,35,D,(WL2 x WV) x (CC x WL2),1_1,1,1,6,2301,
973,963,12,2,2024-survivor,,G,36,C,LV1 x TM2,,,,16,1240,
974,964,12,2,2024-survivor,,G,36,D,(DPR) x (WL2 x DPR),,,,7,733,
932,965,12,2,available,N,G,37,C,WL2 x YO11,2-A_11-2,2-A,2-Nov,3,2049,
975,966,12,2,2024-survivor,,G,37,D,(WL2 x TM2) x (CC x TM2),,,,10,261,
933,967,12,2,available,N,G,38,C,WV,12,12,,9,1930,
976,968,12,2,2024-survivor,,G,38,D,(DPR x WL2) x (TM2 x WL2),,,,5,1447,
934,969,12,2,available,N,G,39,C,(WL2) x (WL2 x TM2),3-14_2,14-Mar,2,6,2321,
935,970,12,2,available,N,G,39,D,(WV x TM2) x (TM2 x WL2),2_1,2,1,6,2337,
936,971,12,2,available,N,G,40,C,(WL2 x TM2) x (WL2 x BH),1_2,1,2,4,2293,
937,972,12,2,available,N,G,40,D,CC,1,1,,4,1624,
938,973,12,2,available,N,G,41,C,(WV) x (WV x WL2),3_22,3,22,4,2378,
939,974,12,2,available,N,G,41,D,(WL2 x BH) x (WL2 x CC),1_2,1,2,3,2512,
940,975,12,2,available,N,G,42,C,(WV x WL2) x (WL2 x CC),3_1,3,1,6,2358,moved here due to rock
941,976,12,2,buffer,N,G,42,D,buffer,,,,,buffer,
977,977,12,2,buffer,,G,44,C,buffer,,,,,buffer,
978,978,12,2,buffer,,G,44,D,buffer,,,,,buffer,
979,979,12,2,buffer,,G,45,C,buffer,,,,,buffer,
980,980,12,2,buffer,,G,45,D,buffer,,,,,buffer,
988,988,13,1,2024-survivor,,H,23,B,(DPR) x (WL2 x DPR),,,,8,734,
1004,1004,15,1,2024-survivor,,I,9,B,BH,,,,5,391,
1005,1005,15,1,2024-survivor,,I,10,A,LV1 x WL2,,,,22,1272,
1006,1006,15,1,2024-survivor,,I,11,A,LV1 x TM2,,,,26,1250,