bed.block.order,bed.order,AB.CD.order,column.order,Pop.Type,status,block,loc,bed,bedrow,bedcol,pop,mf,rep,unique.ID
1,1,1,1,2023-TM2-fruit,2023-TM2-fruit,NA,A_1_A,A,1,A,TM2,6,11,TM2_6_11
22,12,1,1,2023-survivor,2023-survivor,NA,A_6_B,A,6,B,CC,3,3,CC_3_3
62,32,1,1,2023-survivor,2023-survivor,NA,A_16_B,A,16,B,BH,3,3,BH_3_3
65,33,1,1,2023-survivor,2023-survivor,NA,A_17_A,A,17,A,BH,7,3,BH_7_3
69,35,1,1,2023-survivor,2023-survivor,NA,A_18_A,A,18,A,BH,4,3,BH_4_3
93,47,1,1,2023-survivor,2023-survivor,NA,A_24_A,A,24,A,WL2,7,9,WL2_7_9
126,64,1,1,2023-survivor,2023-survivor,NA,A_32_B,A,32,B,IH,7,4,IH_7_4
137,69,1,1,2023-survivor,2023-survivor,NA,A_35_A,A,35,A,SC,8,4,SC_8_4
141,71,1,1,2023-survivor,2023-survivor,NA,A_36_A,A,36,A,BH,3,4,BH_3_4
154,78,1,1,2023-survivor,2023-survivor,NA,A_39_B,A,39,B,WL2,7,10,WL2_7_10
169,85,1,1,2023-TM2-fruit,2023-TM2-fruit,NA,A_43_A,A,43,A,TM2,6,1,TM2_6_1
178,90,1,1,2023-survivor,2023-survivor,NA,A_45_B,A,45,B,IH,2,4,IH_2_4
190,96,1,1,2023-survivor,2023-survivor,NA,A_49_A,A,49,A,YO7,7,23,YO7_7_23
206,104,1,1,2023-survivor,2023-survivor,NA,A_53_A,A,53,A,CC,4,4,CC_4_4
213,107,1,1,2023-survivor,2023-survivor,NA,A_53_B,A,53,B,BH,7,4,BH_7_4
225,113,1,1,2023-TM2-fruit,2023-TM2-fruit,NA,A_56_B,A,56,B,TM2,2,12,TM2_2_12
55,147,2,2,2023-survivor,2023-survivor,NA,A_14_D,A,14,D,CC,8,3,CC_8_3
56,148,2,2,2023-survivor,2023-survivor,NA,A_15_C,A,15,C,CC,1,3,CC_1_3
67,153,2,2,2023-survivor,2023-survivor,NA,A_17_D,A,17,D,BH,2,3,BH_2_3
87,163,2,2,2023-survivor,2023-survivor,NA,A_22_D,A,22,D,SC,8,3,SC_8_3
91,165,2,2,2023-TM2-fruit,2023-TM2-fruit,NA,A_23_D,A,23,D,TM2,3,3,TM2_3_3
140,190,2,2,2023-survivor,2023-survivor,NA,A_36_C,A,36,C,SC,2,4,SC_2_4
172,206,2,2,2023-TM2-fruit,2023-TM2-fruit,NA,A_44_C,A,44,C,TM2,6,3,TM2_6_3
179,209,2,2,2023-survivor,2023-survivor,NA,A_45_D,A,45,D,SC,4,4,SC_4_4
184,212,2,2,2023-survivor,2023-survivor,NA,A_46_D,A,46,D,SQ1,5,10,SQ1_5_10
200,220,2,2,2023-survivor,2023-survivor,NA,A_50_D,A,50,D,IH,6,4,IH_6_4
219,229,2,2,2023-survivor,2023-survivor,NA,A_56_C,A,56,C,IH,1,4,IH_1_4
232,236,2,2,2023-survivor,2023-survivor,NA,A_58_D,A,58,D,YO7,7,13,YO7_7_13
322,281,3,1,2023-survivor,2023-survivor,NA,B_22_A,B,22,A,IH,3,5,IH_3_5
334,287,3,1,2023-survivor,2023-survivor,NA,B_25_A,B,25,A,IH,6,5,IH_6_5
382,311,3,1,2023-TM2-fruit,2023-TM2-fruit,NA,B_37_A,B,37,A,TM2,1,16,TM2_1_16
402,321,3,1,2023-survivor,2023-survivor,NA,B_42_A,B,42,A,BH,2,5,BH_2_5
406,323,3,1,2023-survivor,2023-survivor,NA,B_43_A,B,43,A,BH,5,5,BH_5_5
458,349,3,1,2023-survivor,2023-survivor,NA,B_56_A,B,56,A,SC,6,15,SC_6_15
462,351,3,1,2023-survivor,2023-survivor,NA,B_57_A,B,57,A,IH,4,4,IH_4_4
312,396,4,2,2023-survivor,2023-survivor,NA,B_19_D,B,19,D,CC,2,6,CC_2_6
339,409,4,2,2023-survivor,2023-survivor,NA,B_26_C,B,26,C,IH,5,5,IH_5_5
347,413,4,2,2023-survivor,2023-survivor,NA,B_28_C,B,28,C,BH,4,5,BH_4_5
380,430,4,2,2023-TM2-fruit,2023-TM2-fruit,NA,B_36_D,B,36,D,TM2,1,4,TM2_1_4
408,444,4,2,2023-TM2-fruit,2023-TM2-fruit,NA,B_43_D,B,43,D,TM2,7,10,TM2_7_10
415,447,4,2,2023-survivor,2023-survivor,NA,B_45_C,B,45,C,WL2,1,11,WL2_1_11
423,451,4,2,2023-survivor,2023-survivor,NA,B_47_C,B,47,C,YO7,4,6,YO7_4_6
459,469,4,2,2023-survivor,2023-survivor,NA,B_56_C,B,56,C,TM2,1,3,TM2_1_3
464,472,4,2,2023-survivor,2023-survivor,NA,B_57_D,B,57,D,BH,2,4,BH_2_4
685,479,5,1,,buffer,A,C_1_A,C,1,A,,,,buffer
686,480,5,1,,buffer,A,C_1_B,C,1,B,,,,buffer
687,481,5,1,,buffer,A,C_2_A,C,2,A,,,,buffer
688,482,5,1,,buffer,A,C_2_B,C,2,B,,,,buffer
689,483,5,1,,buffer,A,C_3_A,C,3,A,,,,buffer
690,484,5,1,,buffer,A,C_3_B,C,3,B,,,,buffer
490,485,5,1,F2,available,A,C_4_A,C,4,A,(WV x WL2) x (WV),,13,280
491,486,5,1,F2,available,A,C_4_B,C,4,B,(LV1 x WL2) x (TM2 x WL2),,7,949
492,487,5,1,Parent,available,A,C_5_A,C,5,A,TM2,,70,540
493,488,5,1,F2,available,A,C_5_B,C,5,B,(TM2 x WL2) x (SQ3 x WL2),,13,317
695,489,5,1,2023-survivor,2023-survivor,NA,C_6_A,C,6,A,CC,1,6,CC_1_6
494,490,5,1,F2,available,A,C_6_B,C,6,B,(WL2 x BH) x (SQ3 x WL2),,14,1175
495,491,5,1,F2,available,A,C_7_A,C,7,A,(TM2 x WL2) x (TM2 x WL2),,10,1091
496,492,5,1,F2,available,A,C_7_B,C,7,B,(LV1 x WL2) x (WL2 x DPR),,13,968
497,493,5,1,F2,available,A,C_8_A,C,8,A,(WL1 x WL2) x (BH x WL2),,2,333
498,494,5,1,F2,available,A,C_8_B,C,8,B,(TM2 x WL2) x (YO11 x WL2),,2,374
499,495,5,1,Parent,available,A,C_9_B,C,9,B,TM2,,51,521
500,496,5,1,Parent,available,A,C_10_A,C,10,A,BH,,6,392
501,497,5,1,F2,available,A,C_10_B,C,10,B,(WL1 x WL2) x (WL2 x TM2),,15,1160
502,498,5,1,Parent,available,A,C_11_A,C,11,A,TM2,,9,479
503,499,5,1,F2,available,A,C_11_B,C,11,B,(WL2 x TM2) x (CC x TM2),,13,264
504,500,5,1,F1,available,A,C_12_A,C,12,A,WV x TM2,,7,199
505,501,5,1,F2,available,A,C_12_B,C,12,B,(WL2 x DPR) x (WL2),,5,1102
506,502,5,1,F2,available,A,C_13_A,C,13,A,(TM2 x WL2) x (TM2),,2,344
507,503,5,1,F2,available,A,C_13_B,C,13,B,(SQ3 x WL2) x (YO11 x WL2),,12,1511
508,504,5,1,Parent,available,A,C_14_A,C,14,A,WL2,,3,98
509,505,5,1,F2,available,A,C_14_B,C,14,B,(SQ3 x WL2) x (SQ3 x WL2),,4,868
510,506,5,1,Parent,available,A,C_15_A,C,15,A,WL2,,30,125
511,507,5,1,F2,available,A,C_15_B,C,15,B,(YO11 x WL2) x (SQ3 x WL2),,6,1007
512,508,5,1,F2,available,A,C_16_A,C,16,A,(WL1 x WL2) x (WL2 x CC),,6,1119
513,509,5,1,Parent,available,A,C_16_B,C,16,B,WL2,,94,189
514,510,5,1,F2,available,A,C_17_A,C,17,A,(LV1 x WL2) x (WL2),,8,71
515,511,5,1,Parent,available,A,C_17_B,C,17,B,TM2,,37,507
516,512,5,1,F2,available,A,C_18_A,C,18,A,(TM2 x BH) x (TM2 x BH),,2,1336
517,513,5,1,F2,available,A,C_18_B,C,18,B,(LV1 x WL2) x (SQ3 x WL2),,9,980
518,514,5,1,,available,A,C_19_A,C,19,A,,,,NA
519,515,5,1,,available,A,C_19_B,C,19,B,,,,NA
549,516,5,1,Parent,available,B,C_20_A,C,20,A,CC,,6,413
550,517,5,1,F2,available,B,C_20_B,C,20,B,(DPR x WL2) x (YO11 x WL2),,4,698
551,518,5,1,F1,available,B,C_21_A,C,21,A,WV x TM2,,22,215
552,519,5,1,Parent,available,B,C_21_B,C,21,B,BH,,21,407
553,520,5,1,Parent,available,B,C_22_A,C,22,A,TM2,,62,532
696,521,5,1,2023-survivor,2023-survivor,NA,C_22_B,C,22,B,BH,6,7,BH_6_7
554,522,5,1,Parent,available,B,C_23_A,C,23,A,WV,,20,469
555,523,5,1,Parent,available,B,C_23_B,C,23,B,WL2,,23,118
556,524,5,1,F2,available,B,C_24_A,C,24,A,(WV x WL2) x (WV),,14,281
557,525,5,1,F2,available,B,C_24_B,C,24,B,(DPR x WL2) x (WV x WL2),,3,1459
558,526,5,1,F1,available,B,C_25_A,C,25,A,LV1 x WL2,,25,1275
559,527,5,1,F2,available,B,C_25_B,C,25,B,(LV1 x WL2) x (WL2),,9,72
560,528,5,1,Parent,available,B,C_26_A,C,26,A,TM2,,24,494
561,529,5,1,Parent,available,B,C_26_B,C,26,B,WL2,,59,154
562,530,5,1,F2,available,B,C_27_A,C,27,A,(WV) x (WV x WL2),,12,1398
563,531,5,1,F1,available,B,C_27_B,C,27,B,WV x TM2,,8,200
564,532,5,1,Parent,available,B,C_28_A,C,28,A,TM2,,10,480
565,533,5,1,F2,available,B,C_28_B,C,28,B,(TM2 x WL2) x (TM2),,5,347
566,534,5,1,Parent,available,B,C_29_A,C,29,A,LV1,,17,17
567,535,5,1,F2,available,B,C_29_B,C,29,B,(WL1 x WL2) x (BH x WL2),,10,341
568,536,5,1,F1,available,B,C_30_A,C,30,A,LV1 x TM2,,4,1228
569,537,5,1,Parent,available,B,C_30_B,C,30,B,TM2,,43,513
570,538,5,1,F2,available,B,C_31_A,C,31,A,(YO11 x WL2) x (WL2),,13,939
571,539,5,1,Parent,available,B,C_31_B,C,31,B,TM2,,73,543
572,540,5,1,F2,available,B,C_32_A,C,32,A,(TM2 x BH) x (TM2),,4,1053
573,541,5,1,F1,available,B,C_32_B,C,32,B,TM2 x WL2,,3,1279
574,542,5,1,Parent,available,B,C_33_B,C,33,B,WL2,,88,183
575,543,5,1,F2,available,B,C_34_A,C,34,A,(YO11 x WL2) x (DPR x WL2),,4,776
576,544,5,1,Parent,available,B,C_34_B,C,34,B,LV1,,2,2
577,545,5,1,Parent,available,B,C_35_A,C,35,A,WL2,,41,136
578,546,5,1,F2,available,B,C_35_B,C,35,B,(TM2 x BH) x (TM2 x BH),,14,1348
579,547,5,1,,available,B,C_36_A,C,36,A,,,,NA
697,548,5,1,2023-survivor,2023-survivor,NA,C_36_B,C,36,B,SC,2,19,SC_2_19
607,549,5,1,Parent,available,C,C_37_A,C,37,A,WL2,,50,145
608,550,5,1,F1,available,C,C_37_B,C,37,B,TM2 x WL2,,13,1289
609,551,5,1,F1,available,C,C_38_A,C,38,A,CC x TM2,,12,1362
610,552,5,1,Parent,available,C,C_38_B,C,38,B,WL2,,33,128
611,553,5,1,F2,available,C,C_39_A,C,39,A,(TM2 x BH) x (TM2 x BH),,13,1347
612,554,5,1,F2,available,C,C_39_B,C,39,B,(YO11 x WL2) x (SQ3 x WL2),,2,1003
613,555,5,1,F2,available,C,C_40_A,C,40,A,(WL2 x BH) x (SQ3 x WL2),,1,1162
698,556,5,1,2023-survivor,2023-survivor,NA,C_40_B,C,40,B,BH,1,7,BH_1_7
614,557,5,1,F2,available,C,C_41_A,C,41,A,(DPR) x (WL2 x DPR),,12,738
615,558,5,1,Parent,available,C,C_41_B,C,41,B,WL2,,5,100
616,559,5,1,F2,available,C,C_42_A,C,42,A,(WL2 x DPR) x (TM2 x WL2),,1,1314
617,560,5,1,F2,available,C,C_42_B,C,42,B,(SQ3 x WL2) x (TM2 x WL2),,10,888
618,561,5,1,F2,available,C,C_43_A,C,43,A,(LV1 x WL2) x (WL2),,10,73
619,562,5,1,F2,available,C,C_43_B,C,43,B,(TM2 x WL2) x (TM2),,13,355
620,563,5,1,Parent,available,C,C_44_A,C,44,A,TM2,,11,481
621,564,5,1,F1,available,C,C_44_B,C,44,B,LV1 x TM2,,5,1229
699,565,5,1,2023-survivor,2023-survivor,NA,C_45_A,C,45,A,BH,7,7,BH_7_7
622,566,5,1,F2,available,C,C_45_B,C,45,B,(WL1 x WL2) x (WL2 x CC),,8,1121
623,567,5,1,Parent,available,C,C_46_A,C,46,A,WV,,3,452
624,568,5,1,Parent,available,C,C_46_B,C,46,B,LV1,,20,20
625,569,5,1,Parent,available,C,C_47_A,C,47,A,WL2,,92,187
700,570,5,1,2023-survivor,2023-survivor,NA,C_47_B,C,47,B,IH,2,7,IH_2_7
626,571,5,1,F2,available,C,C_48_A,C,48,A,(TM2 x WL2) x (WL2),,5,361
627,572,5,1,F2,available,C,C_48_B,C,48,B,(WL2 x BH) x (WL2 x TM2),,8,243
628,573,5,1,F2,available,C,C_49_A,C,49,A,(WL2 x CC) x (WL2 x TM2),,10,1187
629,574,5,1,F1,available,C,C_49_B,C,49,B,WV x TM2,,9,201
630,575,5,1,F2,available,C,C_50_A,C,50,A,(WL2) x (DPR x WL2),,13,907
631,576,5,1,Parent,available,C,C_50_B,C,50,B,BH,,18,404
632,577,5,1,,available,C,C_51_A,C,51,A,,,,NA
633,578,5,1,,available,C,C_51_B,C,51,B,,,,NA
663,579,5,1,F1,available,D,C_52_A,C,52,A,WV x WL2,,7,1409
664,580,5,1,F2,available,D,C_52_B,C,52,B,(LV1 x WL2) x (WL2),,11,74
665,581,5,1,F2,available,D,C_53_A,C,53,A,(WL2 x BH) x (WL2 x TM2),,13,248
701,582,5,1,2023-survivor,2023-survivor,NA,C_53_B,C,53,B,IH,3,8,IH_3_8
666,583,5,1,F1,available,D,C_54_A,C,54,A,LV1 x WL2,,5,1255
702,584,5,1,2023-TM2-fruit,2023-TM2-fruit,NA,C_54_B,C,54,B,TM2,1,14,TM2_1_14
703,585,5,1,2023-survivor,2023-survivor,NA,C_55_A,C,55,A,YO7,1,4,YO7_1_4
667,586,5,1,F2,available,D,C_55_B,C,55,B,(WL1 x WL2) x (WL2 x CC),,11,1124
668,587,5,1,F2,available,D,C_56_A,C,56,A,(DPR) x (WL2 x DPR),,13,739
669,588,5,1,F1,available,D,C_56_B,C,56,B,LV1 x TM2,,17,1241
670,589,5,1,Parent,available,D,C_57_A,C,57,A,SQ3,,13,34
671,590,5,1,Parent,available,D,C_57_B,C,57,B,WV,,4,453
672,591,5,1,Parent,available,D,C_58_A,C,58,A,BH,,9,395
673,592,5,1,F2,available,D,C_58_B,C,58,B,(WL2 x TM2) x (CC x TM2),,16,267
674,593,5,1,,buffer,D,C_59_A,C,59,A,,,,buffer
675,594,5,1,,buffer,D,C_59_B,C,59,B,,,,buffer
676,595,5,1,,buffer,D,C_60_A,C,60,A,,,,buffer
677,596,5,1,,buffer,D,C_60_B,C,60,B,,,,buffer
704,597,6,2,,buffer,A,C_1_C,C,1,C,,,,buffer
705,598,6,2,,buffer,A,C_1_D,C,1,D,,,,buffer
706,599,6,2,2023-survivor,2023-survivor,NA,C_2_C,C,2,C,SC,5,6,SC_5_6
707,600,6,2,2023-survivor,2023-survivor,NA,C_2_D,C,2,D,CC,9,6,CC_9_6
708,601,6,2,,buffer,A,C_3_C,C,3,C,,,,buffer
520,602,6,2,F2,available,A,C_3_D,C,3,D,(SQ3 x WL2) x (WL2),,8,87
521,603,6,2,F2,available,A,C_4_C,C,4,C,(LV1 x WL2) x (YO11 x WL2),,2,987
709,604,6,2,,buffer,A,C_4_D,C,4,D,,,,buffer
522,605,6,2,F2,available,A,C_5_C,C,5,C,(BH) x (TM2 x BH),,4,666
523,606,6,2,F2,available,A,C_5_D,C,5,D,(WL2 x CC) x (WL2 x TM2),,8,1185
524,607,6,2,F1,available,A,C_6_C,C,6,C,LV1 x TM2,,3,1227
525,608,6,2,,NA,A,C_6_D,C,6,D,,,,NA
526,609,6,2,F2,available,A,C_7_C,C,7,C,(WL2 x BH) x (SQ3 x WL2),,11,1172
527,610,6,2,Parent,available,A,C_7_D,C,7,D,TM2,,17,487
528,611,6,2,Parent,available,A,C_8_C,C,8,C,WL2,,72,167
529,612,6,2,F2,available,A,C_8_D,C,8,D,(WL1 x WL2) x (WL2 x CC),,14,1127
530,613,6,2,F2,available,A,C_9_C,C,9,C,(TM2 x BH) x (BH),,10,752
531,614,6,2,F2,available,A,C_9_D,C,9,D,(SQ3 x WL2) x (TM2 x WL2),,8,886
532,615,6,2,Parent,available,A,C_10_C,C,10,C,WL1,,20,303
704,616,6,2,2023-survivor,2023-survivor,NA,C_10_D,C,10,D,BH,3,6,BH_3_6
533,617,6,2,F2,available,A,C_11_C,C,11,C,(WL2) x (WV x WL2),,5,763
534,618,6,2,F2,available,A,C_11_D,C,11,D,(WV) x (WV x WL2),,11,1397
535,619,6,2,F1,available,A,C_12_C,C,12,C,TM2 x WL2,,10,1286
536,620,6,2,Parent,available,A,C_12_D,C,12,D,LV1,,1,1
537,621,6,2,F2,available,A,C_13_C,C,13,C,(DPR) x (WL2 x DPR),,10,736
538,622,6,2,F1,available,A,C_13_D,C,13,D,LV1 x TM2,,21,1245
539,623,6,2,Parent,available,A,C_14_C,C,14,C,WL2,,54,149
540,624,6,2,F1,available,A,C_14_D,C,14,D,WV x WL2,,21,1423
541,625,6,2,Parent,available,A,C_15_C,C,15,C,SQ3,,20,41
542,626,6,2,Parent,available,A,C_15_D,C,15,D,TM2,,90,560
543,627,6,2,Parent,available,A,C_16_C,C,16,C,WL2,,35,130
544,628,6,2,F2,available,A,C_16_D,C,16,D,(YO11 x WL2) x (WL2),,6,932
545,629,6,2,F2,available,A,C_17_C,C,17,C,(TM2 x WL2) x (WL2),,15,371
546,630,6,2,F1,available,A,C_17_D,C,17,D,BH x TM2,,16,600
547,631,6,2,,available,A,C_18_C,C,18,C,,,,NA
548,632,6,2,,available,A,C_18_D,C,18,D,,,,NA
580,633,6,2,F2,available,B,C_19_C,C,19,C,(TM2 x WL2) x (SQ3 x WL2),,5,309
581,634,6,2,Parent,available,B,C_19_D,C,19,D,WL1,,15,298
582,635,6,2,F2,available,B,C_20_C,C,20,C,(YO11 x WL2) x (WL2 x TM2),,3,790
583,636,6,2,F2,available,B,C_20_D,C,20,D,(WL1 x WL2) x (WL2 x CC),,10,1123
584,637,6,2,F2,available,B,C_21_C,C,21,C,(WL2 x CC) x (SQ3 x WL2),,7,1311
585,638,6,2,F2,available,B,C_21_D,C,21,D,(WL2 x CC) x (WL2 x TM2),,9,1186
586,639,6,2,F2,available,B,C_22_C,C,22,C,(SQ3 x WL2) x (WL2),,9,88
587,640,6,2,F2,available,B,C_22_D,C,22,D,(DPR) x (WL2 x DPR),,11,737
588,641,6,2,Parent,available,B,C_23_C,C,23,C,WL2,,75,170
705,642,6,2,2023-survivor,2023-survivor,NA,C_23_D,C,23,D,TM2,4,12,TM2_4_12
589,643,6,2,F1,available,B,C_24_C,C,24,C,LV1 x TM2,,19,1243
590,644,6,2,Parent,available,B,C_24_D,C,24,D,WL2,,4,99
591,645,6,2,F2,available,B,C_25_C,C,25,C,(TM2 x WL2) x (WL2),,8,364
592,646,6,2,F2,available,B,C_25_D,C,25,D,(WL2 x DPR) x (WL2),,11,1108
593,647,6,2,F2,available,B,C_28_C,C,28,C,(WL2 x BH) x (WL2 x TM2),,16,251
594,648,6,2,F2,available,B,C_28_D,C,28,D,(WL2 x TM2) x (CC x TM2),,14,265
595,649,6,2,F2,available,B,C_29_C,C,29,C,(DPR) x (DPR x WL2),,1,711
596,650,6,2,Parent,available,B,C_29_D,C,29,D,BH,,7,393
706,651,6,2,2023-survivor,2023-survivor,NA,C_30_C,C,30,C,BH,4,7,BH_4_7
597,652,6,2,F2,available,B,C_30_D,C,30,D,(LV1 x WL2) x (WL2 x DPR),,6,961
598,653,6,2,F2,available,B,C_31_C,C,31,C,(LV1 x WL2) x (SQ3 x WL2),,3,974
599,654,6,2,F2,available,B,C_31_D,C,31,D,(SQ3 x WL2) x (LV1 x WL2),,5,853
600,655,6,2,F2,available,B,C_32_C,C,32,C,(SQ3 x WL2) x (LV1 x WL2),,11,859
707,656,6,2,2023-TM2-fruit,2023-TM2-fruit,NA,C_32_D,C,32,D,TM2,7,12,TM2_7_12
708,657,6,2,2023-TM2-fruit,2023-TM2-fruit,NA,C_33_C,C,33,C,TM2,2,5,TM2_2_5
601,658,6,2,F1,available,B,C_33_D,C,33,D,WL2 x BH,,3,832
602,659,6,2,Parent,available,B,C_34_C,C,34,C,TM2,,94,564
603,660,6,2,F2,available,B,C_34_D,C,34,D,(LV1 x WL2) x (YO11 x WL2),,5,990
604,661,6,2,,available,B,C_35_C,C,35,C,,,,NA
605,662,6,2,,available,B,C_35_D,C,35,D,,,,NA
606,663,6,2,,available,B,C_36_C,C,36,C,,,,NA
634,664,6,2,F1,available,C,C_36_D,C,36,D,WV x TM2,,21,214
709,665,6,2,2023-survivor,2023-survivor,NA,C_37_C,C,37,C,CC,2,7,CC_2_7
635,666,6,2,F2,available,C,C_37_D,C,37,D,(DPR) x (DPR x WL2),,4,714
710,667,6,2,2023-survivor,2023-survivor,NA,C_38_C,C,38,C,YO7,1,3,YO7_1_3
636,668,6,2,Parent,available,C,C_38_D,C,38,D,TM2,,69,539
637,669,6,2,F2,available,C,C_39_C,C,39,C,(WV x WL2) x (WV),,15,282
638,670,6,2,F2,available,C,C_39_D,C,39,D,(WL2 x DPR) x (WL2),,1,1098
639,671,6,2,Parent,available,C,C_40_C,C,40,C,TM2,,19,489
640,672,6,2,Parent,available,C,C_40_D,C,40,D,WL2,,31,126
