bed,row,col,Unique.ID,phen,total. branch,diam.mm,height. cm,overhd. diam,overhd. perp,num. flw,num. fruit,long.fruit .cm,survey.date,collected.date,survey.notes
D,44,B,2596,V,1,1.8,4,2.7,2.2,0,0,NA,,,
D,45,A,2241,V,1,2.81,11.8,4.5,4.1,0,0,NA,,,
D,45,B,398,P,1,2.35,46.5,NA,NA,0,11,7,8/7/25,9/4/25. 9/11/25. 9/24/25,"9/4 col 4 frt, 9/11 col. 2 frt. 9/24 col. 4 frt. 10/20 no leaves."
D,46,A,2583,V,1,1.94,2.3,6.1,4.1,0,0,NA,,,10/20 powdery mildew
D,46,B,2238,X,1,1.21,,,,NA,NA,NA,7/25/25,NA,
D,47,A,buffer,,,,,,,,,,,,
D,47,B,1403,P,1,3.33,,,,0,19,6.7,8/7/25,8/14/25. 8/21/25,8/14. 8/21 col. 8 fruits
D,48,A,2490,,1,1.82,8.4,4.8,4.5,0,0,NA,10/28/25,,
D,48,B,1702,V,1,3.3,3.1,6.6,4.1,0,0,NA,10/28/25,,
D,49,A,2525,V,1,2.13,9.7,7.3,5.9,0,0,NA,10/28/25,,
D,49,B,1707,B,1,2.38,28.1,5.9,3.6,0,0,NA,10/22/25,,
D,50,A,buffer,,,,,,,,,,,,
D,50,B,2625,V,1,1.49,3.6,3,3,0,0,NA,10/28/25,,
D,51,A,buffer,,,,,,,,,,,,
D,51,B,1988,,,,,,,,,,,,
D,52,A,522,P,1,1.56,,,,0,2,5,9/29/25,9/29/25,9/29 col. 2 frt.
D,52,B,2463,V,1,2.53,6.6,4.4,2.4,0,0,NA,10/28/25,,
D,53,A,2395,,,,,,,,,,,,
D,53,B,2212,V,1,3.26,13.2,6.2,5.7,0,0,NA,10/28/25,,
D,54,A,1876,V,1,3.1,6.8,5.7,5.4,0,0,NA,10/28/25,,
D,54,B,1849,V,1,2.57,5.2,NA,NH,0,0,NA,10/28/25,,no leaves
D,55,A,2573,V,1,2.61,8.4,4.3,3.8,0,0,NA,10/28/25,,
D,55,B,2425,V,1,1.59,6.1,1.7,1.2,0,0,NA,10/28/25,,
D,56,A,2544,,,,,,,,,,,,
D,56,B,2492,V,1,1.69,3.4,NA,NA,0,0,NA,10/28/25,,leaves molded
D,57,A,buffer,,,,,,,,,,,,
D,57,B,1327,P,1,2.48,27.7,30.8,24.9,0,32,6.7,10/28/25,9/11/25. 9/24/25. 10/6/25,num frts. underestimate. 9/11 col. 1 frt. 9/24 col. 2 frt. 10/6 col. 7 frt.
D,58,A,buffer,,,,,,,,,,,,
D,58,B,2131,V,1,2.81,7.3,4,2.6,0,0,NA,10/28/25,,
D,1,C,buffer,,,,,,,,,,,,
D,1,D,buffer,,,,,,,,,,,,
D,2,C,buffer,,,,,,,,,,,,
D,2,D,buffer,,,,,,,,,,,,
D,3,C,buffer,,,,,,,,,,,,
D,3,D,buffer,,,,,,,,,,,,
D,4,C,1901,V,1,2.12,6.9,3.8,3.4,0,0,N/A,,,
D,4,D,2221,,,,,,,,,,,,
D,5,C,2292,V,1,2.75,5.3,9.4,6.2,0,0,N/A,,,
D,5,D,2121,V,1,1.86,4,5.6,4.4,0,0,N/A,,,
D,6,C,NA,,,,,,,,,,,,
D,6,D,NA,,,,,,,,,,,,
D,7,C,1751,V,1,2.7,11.3,5.6,5.4,0,0,N/A,,,
D,7,D,NA,,,,,,,,,,,,
D,8,C,2538,V,1,2.71,6.1,8.2,7.2,0,0,N/A,,,
D,8,D,1856,X,,,,,,,,,,,
D,9,C,2622,V,1,1.72,5.6,4.3,4.1,0,0,N/A,,,
D,9,D,1768,P,1,3.13,28.23,7.8,6.7,15,3,0.7,,,
D,10,C,2412,V,1,1.29,3,1.9,1.4,0,0,N/A,,,
D,10,D,buffer,,,,,,,,,,,,
D,11,C,1614,X,,,,,,,,,,,
D,11,D,buffer,,,,,,,,,,,,
D,12,C,2257,V,1,3.68,7.2,1.3,1,0,0,N/A,,,10/20 heavy herbivory
D,12,D,2578,X,,,,,,,,,,,
D,13,C,144,P,1,2.27,N/A,N/A,N/A,0,27,4.9,7/25/25,8/7/25,8/7 col. 10 frt. 10/20 dead
D,13,D,2576,V,1,3.23,6,6.8,6,0,0,N/A,,,
D,14,C,1976,X,,,,,,,,,,,
D,14,D,buffer,,,,,,,,,,,,
D,15,C,2376,V,1,2.38,4.1,6.2,5.8,0,0,N/A,,,
D,15,D,1667,X,,,,,,,,,,,
D,16,C,2343,V,1,2.48,4.8,4,3.4,0,0,N/A,,,
D,16,D,2539,V,1,1.55,3.3,2.9,2.6,0,0,N/A,,,
D,17,C,2644,X,,,,,,,,,,,
D,17,D,1791,X,,,,,,,,,,,
D,18,C,2510,V,1,2.32,5.2,3.7,2.8,0,0,N/A,,,
D,18,D,2054,V,1,1.84,4.3,3.1,2.5,0,0,N/A,,,
D,19,C,1767,V,1,2.3,9.3,N/A,N/A,0,0,N/A,,,
D,19,D,1644,V,1,2.36,2.1,N/A,N/A,0,0,N/A,,,
D,20,C,buffer,,,,,,,,,,,,
D,20,D,2399,V,1,1.99,2.4,5,2.9,0,0,N/A,,,
D,21,C,buffer,,,,,,,,,,,,
D,21,D,1977,V,1,2.66,3.1,N/A,N/A,0,0,N/A,,,
D,22,C,53,P,1,2.53,N/A,N/A,N/A,0,3,2.7,8/14/25,8/14/25,8/14 col. 5 frt. 8/28 no frt left. 10/20 dead
D,22,D,buffer,,,,,,,,,,,,
D,23,C,buffer,,,,,,,,,,,,
D,23,D,815,P,1,1.35,N/A,N/A,N/A,0,6,3,7/25/25,8/14/25,8/14 col. 6 frt. 8/28 no frt left. 10/20 dead
D,24,C,2265,X,,,,,,,,,,,
D,24,D,2461,V,1,1.73,4,3.7,3.7,0,0,N/A,,,
D,25,C,2047,V,1,2.67,4.7,5.6,4,0,0,N/A,,,
D,25,D,2623,X,,,,,,,,,,,
D,26,C,1753,X,,,,,,,,,,,
D,26,D,1600,V,1,3.82,10.5,7.4,7.1,0,0,N/A,,,
D,27,C,1837,V,1,2.85,5.9,6,3.7,0,0,N/A,,,
D,27,D,2283,P,1,2.84,21.9,5.6,2.5,9,5,4.1,10/20/25,10/20/25,10/20 col. 1 frt. 2 dehisced
D,28,C,2501,X,,,,,,,,,,,
D,28,D,2129,V,1,1.17,4.7,3.3,2.4,0,0,N/A,10/20/25,,
D,29,C,1971,V,1,2.48,4,2.4,2,0,0,N/A,10/20/25,,10/20 stem broke at base while measuring
D,29,D,2617,V,1,2.35,8.3,4.4,3.8,0,0,N/A,10/20/25,,
D,30,C,1834,X,,,,,,,,,,,
D,30,D,2451,V,1,2.28,7,5.8,5.8,0,0,N/A,10/20/25,,
D,31,C,2540,V,1,2.54,7.9,6,5.1,0,0,N/A,,,
D,31,D,2647,X,,,,,,,,,,,
D,32,C,2431,X,,,,,,,,,,,
D,32,D,2526,V,1,2.36,4,4.1,2.5,0,0,N/A,10/20/25,,
D,33,C,2422,V,1,2.66,6.6,6.8,6.2,0,0,N/A,10/20/25,,10/20 powdery mildew
D,33,D,2601,X,,,,,,,,,,,
D,34,C,1648,V,1,2.14,7,4.7,3.5,0,0,N/A,10/20/25,,
D,34,D,2345,V,1,2.98,9.3,8,7.2,0,0,N/A,10/20/25,,
D,35,C,204,X,,,,,,,,,,,
D,35,D,2479,X,,,,,,,,,,,
D,36,C,NA,X,,,,,,,,,,,
D,36,D,2468,P,1,3.55,34.7,8.7,7.7,6,9,5.7,10/20/25,,9/4 1 frt. fell off
D,37,C,2050,V,1,3.79,3,6.1,5.4,0,0,NA,10/20/25,,
D,37,D,1882,X,,,,,,,,,,,
D,38,C,1997,X,,,,,,,,,,,
D,38,D,2055,V,1,3.11,5,6.4,6.1,0,0,N/A,10/20/25,,
D,39,C,1862,V,1,1.7,3.7,4.5,4.4,0,0,N/A,10/20/25,,
D,39,D,1430,P,1,3.53,N/A,N/A,N/A,0,11,7.1,8/7/25,8/14/25. 8/28/25,8/14 col. 1 frt. 8/28 col. 9 frt. 10/20 dead
D,40,C,2340,P,1,2.21,29,1.3,0.8,0,5,6.1,8/28/25,9/29/25,9/29 col. 3 frt.
D,40,D,1404,P,1,2.25,N/A,N/A,N/A,0,17,9.6,8/21/25,8/21/25,8/21 col. 10 frt. 10/20 dead
D,41,C,1913,V,1,2.35,7.8,6.5,4.6,0,0,N/A,,,
D,41,D,2484,V,1,2.17,8.3,7.3,5.3,Q,0,N/A,,,
D,42,C,491,X,1,NA,N/A,N/A,N/A,0,0,NA,8/7/25,,
D,42,D,76,P,1,1.61,N/A,,,0,11,3.7,8/28/25,8/28/25. 9/4/25,8/28 col 2 frt. 9/4 col. 2 frt. remaining fruit dehising
D,43,C,363,P,1,1.63,,,,0,4,3.3,8/1/25,8/7/25. 8/28/25,8/7 col. 3 frt. 8/28 col. 1 frt.
D,43,D,2046,,,,,,,,,,,,
D,44,C,385,P,1,1.85,,,,0,1,6.7,8/1/25,8/14/25,8/14 col 1 frt.
D,44,D,2531,V,11,2.02,6.2,5.4,3.6,0,9,NA 2.7,8/14/25,,10/20 printed measurements not for this plant
D,45,C,2624,X,,,,,,,,,,,
D,45,D,2543,V,1,2.29,3.5,3.4,2.7,0,0,NA,,,
D,46,C,2277,V,1,2.16,21.5,4.8,4.4,0,0,NA,,,
D,46,D,1972,X,,,,,,,,,,,
D,47,C,1682,X,,,,,,,,,,,
D,47,D,2065,V,1,1.87,7.3,4.9,2.4,0,0,NA,,,
D,48,C,1615,X,NA,NA,NA,NA,NA,NA,NA,NA,10/28/25,,10/28 dead
D,48,D,2369,V,1,2.59,4.1,2.2,1.3,0,0,NA,10/28/25,,
D,49,C,2192,,,,,,,,,,,,
D,49,D,2387,V,1,1.84,8.4,4.1,3.3,0,0,NA,10/28/25,,
D,50,C,2103,V,1,2.23,4.4,6,3.8,0,0,N+,10/28/25,,
D,50,D,2542,V,1,2.21,9,2.9,3.4,0,0,NH,10/28/25,,
D,51,C,2445,V,1,1.91,3.4,5.2,4.2,0,0,NA,10/28/25,,
D,51,D,1839,V,1,1.99,2.8,5.8,3.6,0,0,NA,10/28/25,,
D,52,C,2242,V,1,2.29,10.4,5.4,3.8,0,0,NA,10/28/25,,
D,52,D,1806,V,1,2.43,6.3,4.6,4.2,0,0,NA,10/28/25,,mold
D,53,C,2429,V,1,1.85,5.3,3.2,3.9,0,0,NA,10/28/25,,powdery mildew
D,53,D,2346,V,1,2.74,9.4,6,5.2,0,0,NA,10/28/25,,powdery mildew
D,54,C,2567,V,1,2.2,6.7,3.8,3.2,0,0,0,10/28/25,,powdery mildew
D,54,D,936,P,1,1.52,,,,0,5,,8/21/25,8/21/25,8/21 col. 5 frt.
D,55,C,2235,V,1,2.27,7.2,3.7,3.4,0,0,NA,10/28/25,,
D,55,D,1796,P,1,2.19,,,,0,7,5.1,9/4/25,9/4/25,9/4 col. 7 frt.
D,56,C,2166,V,1,3.13,7.5,5.8,3.8,0,0,NA,10/28/25,,
D,56,D,2485,V,1,2.34,8.3,6.2,4.6,0,0,NA,10/28/25,,
D,57,C,1970,V,1,1.89,4.8,5.3,3.2,0,0,NA,10/28/25,,powdery mildew
D,57,D,buffer,,,,,,,,,,,,
D,58,C,buffer,,,,,,,,,,,,
D,58,D,buffer,,,,,,,,,,,,
D,59,C,buffer,,,,,,,,,,,,
D,59,D,buffer,,,,,,,,,,,,
E,1,B,buffer,,,,,,,,,,,,
E,2,A,buffer,,,,,,,,,,,,
E,2,B,buffer,,,,,,,,,,,,
E,3,A,buffer,,,,,,,,,,,,
E,3,B,buffer,,,,,,,,,,,,
E,4,A,2225,V,1,2.83,7.9,9,6.2,0,0,NA,10/28/25,,
E,4,B,1998,V,1,2.2,9.3,10.2,10.6,0,0,NA,10/28/25,,
E,5,A,2475,,,,,,,,,,,,
E,5,B,2641,V,1,2.49,18.8,4.4,4.4,0,0,NA,10/28/25,,
E,6,A,NA,,,,,,,,,,,,
E,6,B,2061,V,1,2.18,5.4,6.6,5.4,0,0,NA,10/28/25,,
E,7,A,2266,V,1,2.36,14.5,6.8,7.7,0,0,NA,10/28/25,,
E,7,B,2534,V,1,2.51,10.1,6.8,6.3,0,0,NA,10/28/25,,
E,8,A,2282,V,1,2.16,8.5,8.7,7.8,0,0,NA,,,
E,8,B,2028,V,1,2.42,9.3,9.2,9.4,0,0,NA,,,
E,9,A,buffer,,,,,,,,,,,,
E,9,B,2132,V,1,2.55,14.3,9.9,6.4,0,0,NA,,,
E,10,A,399,X,1,1.83,,,,0,0,NA,7/18/25,NA,
E,10,B,2374,V,1,2.54,5.1,6.6,6.2,0,0,NA,,,
E,11,A,2088,V,1,2.99,6.7,8.2,5.8,0,0,NA,,,
E,11,B,2518,,,,,,,,,,,,
E,12,A,2079,,,,,,,,,,,,
E,12,B,NA,,,,,,,,,,,,
E,13,A,2486,,,,,,,,,,,,
E,13,B,NA,,,,,,,,,,,,
E,14,A,2211,V,1,2.55,10.2,8.3,7.8,0,0,NA,,,
E,14,B,2025,V,1,2.17,4.7,3.8,4.2,0,0,NA,,,
E,15,A,2018,,,,,,,,,,,,
E,15,B,1896,V,1,2.14,3.9,3.5,2.5,0,0,NA,10/28/25,,
E,16,A,1857,V,1,1.86,6.7,4.2,3.6,0,0,MA,,,
E,16,B,2244,,,,,,,,,,,,
E,17,A,1807,,,,,,,,,,,,
E,17,B,1840,,,,,,,,,,,,
E,18,A,2000,V,1,2.75,9.1,7.6,5.8,0,0,NA,,,
E,18,B,372,P,1,3.21,,,,0,14,5.1,7/18/25,8/7/25. 8/14/25,8/7 col. 5 frt. 8/17 col. 5 frt.
E,19,A,1605,,,,,,,,,,,,
E,19,B,1975,V,1,2.46,11.6,8.6,7.7,0,0,NA,,,
E,20,A,1684,X,,,,,,,,,,,10/28 dead
E,20,B,2367,V,1,1.97,7.3,6.7,7.3,O,0,NA,,,
E,21,A,2104,V,1,2.48,5.8,4.6,3.6,0,0,NA,,,
E,21,B,2437,V,1,2.11,13.1,7.9,3.4,0,0,NA,,,
E,22,A,2014,V,1,1.89,5.1,5.2,4,0,0,NA,,,
E,22,B,buffer,,,,,,,,,,,,
E,23,A,buffer,,,,,,,,,,,,
E,23,B,2524,,,,,,,,,,,,
E,24,A,2584,,,,,,,,,,,,
E,24,B,2400,,,,,,,,,,,,
E,25,A,2332,V,1,2.49,8.9,6,4.8,0,0,NA,,,
E,25,B,1808,V,1,2.51,4.8,8.3,3.7,0,0,NA,,,
E,26,A,1713,,,,,,,,,,,,
E,26,B,NA,,,,,,,,,,,,
E,27,A,95,P,1,1.86,,,,0,1,1,7/18/25,NA,8/8 dead
E,27,B,1841,V,1,1.75,4,5.3,4.4,0,0,NA,,,
bed,row,col,Unique.ID,phen,total. branch,diam.mm,height. cm,overhd. diam,overhd. perp,num. flw,num. fruit,long.fruit .cm,survey.date,collected.date,survey.notes
E,28,A,1999,,,,,,,,,,,,
E,28,B,2453,V,1,2.68,11.3,8.1,6.5,0,0,NA,10/28/25,,
E,29,A,2106,V,1,2.43,4.2,5,5.5,0,0,NA,,,
E,29,B,2375,V,1,2.21,4.3,7,5.2,0,0,NA,,,
E,30,A,NA,,,,,,,,,,,,
E,30,B,NA,,,,,,,,,,,,
E,41,A,1601,V,1,2.35,11.3,6.6,6.1,0,0,NA,,,
E,41,B,2194,,,,,,,,,,,,
E,42,A,2627,,,,,,,,,,,,
E,42,B,2434,V,1,1.85,5.1,4.5,3.8,0,0,NA,,,
E,43,A,369,,,,,,,,,,,,
E,43,B,1686,X,,,,,,to,,,,,10/28 dead
E,44,A,NA,,,,,,,,,,,,
E,44,B,2273,P,1,1.8,,,,0,3,5,8/28/25,9/18/25,9/18 col. 3 frt.
E,45,A,2208,V,1,3.1,7.1,6.8,5.2,0,0,NA,,,
E,45,B,1902,,,,,,,,,,,,
E,46,A,2304,,,,,,,,,,,,
E,46,B,2613,V,1,1.91,7.6,6.3,5.3,0,0,NA,,,
E,47,A,NA,,,,,,,,,,,,
E,47,B,2586,V,1,2.26,11.4,5,3.2,0,0,NA,,,
E,48,A,2164,V,1,2.31,13.4,6.9,3.7,0,0,NA,,,
E,48,B,1974,V,1,2.26,11.5,9.1,6.3,0,0,NA,,,powdery mildew
E,49,A,buffer,,,,,,,,,,,,
E,49,B,2503,V,1,2.69,13.4,6.4,7,0,0,NA,,,
E,50,A,2458,,,,,,,,,,,,
E,50,B,1193,P,1,1.01,,,,0,1,2.9,8/7/25,8/14/25,8/14 col. 1 frt.
E,51,A,334,P,1,1.83,,,,0,6,4.1,8/7/25,8/14/25. 8/28/25,taped fruit. 8/14 col. 3 frt. 8/28 col. 3 frt.
E,51,B,1800,V,1,2.33,23,2.8,3,0,0,NA,,,
E,52,A,buffer,,,,,,,,,,,,
E,52,B,buffer,,,,,,,,,,,,
E,1,C,buffer,,,,,,,,,,,,
E,1,D,buffer,,,,,,,,,,,,
E,2,C,buffer,,,,,,,,,,,,
E,2,D,buffer,,,,,,,,,,,,
E,3,C,buffer,,,,,,,,,,,,
E,3,D,buffer,,,,,,,,,,,,
E,4,C,1789,,,,,,,,,,,,
E,4,D,2415,,,,,,,,,,,,
E,5,C,NA,,,,,,,,,,,,
E,5,D,2432,V,1,1.71,3.2,4.6,5.3,,,,10/28/25,,
E,6,C,1656,,,,,,,,,,,,
E,6,D,NA,,,,,,,,,,,,
E,7,C,2582,,,,,,,,,,,,
E,7,D,1406,P,1,3.06,,,,0,27,7.4,8/14/25,9/4/25,9/4 col. 10 frt.
E,8,C,2541,V,1,2.37,9.6,5.5,6,,,,10/28/25,,
E,8,D,2366,V,1,3.35,11.6,11.2,9.3,,,,10/28/25,,
E,9,C,2636,,,,,,,,,,,,
E,9,D,2347,V,1,3.27,7,5.1,6.9,,,,10/28/25,,
E,10,C,1711,,,,,,,,,,,,
E,10,D,2630,,,,,,,,,,,,
E,11,C,2268,V,1,2.66,12.4,8,11.2,,,,10/28/25,,
E,11,D,2552,V,1,2.47,7.2,9.4,6,,,,10/28/25,,
E,12,C,NA,,,,,,,,,,,,
E,12,D,2007,V,1,2.51,7.5,9.1,6.8,,,,10/28/25,,
E,13,C,NA,,,,,,,,,,,,
E,13,D,1490,P,1,3.7,,,,0,59,5.6,8/28/25,8/28/25,8/28 col. 10 frt.
E,14,C,2193,V,1,2.82,6.5,10.5,6.1,,,,10/28/25,,
E,14,D,2394,,,,,,,,,,,,
E,15,C,2498,,,,,,,,,,,,
E,15,D,NA,,,,,,,,,,,,
E,16,C,2272,V,1,3.12,16.6,9.1,8.8,,,,10/28/25,,
E,16,D,NA,,,,,,,,,,,,
E,17,C,1657,,,,,,,,,,,,
E,17,D,2174,V,1,3.22,13.5,5.5,7,,,,10/28/25,,
E,18,C,2057,V,1,2.83,11.5,7.4,8.2,,,,10/28/25,,
E,18,D,2122,V,1,2.03,8.2,5.6,4.3,,,,10/28/25,,
E,19,C,2040,V,1,2.29,5.4,7.8,7.4,,,,10/28/25,,
E,19,D,buffer,,,,,,,,,,,,
E,20,C,2190,,,,,,,,,,,,
E,20,D,2626,,,,,,,,,,,,
E,21,C,1781,V,1,2.94,15,7.5,8,,,,10/28/25,,
E,21,D,2416,V,1,2.49,2.8,6.1,5,,,,10/28/25,,
E,22,C,2036,V,1,3.28,7.2,6.5,4.6,,,,10/28/25,,
E,22,D,2428,V,1,2.32,3.5,3.4,4,,,,10/28/25,,
E,23,C,2409,V,1,1.94,3.8,3.6,3.5,,,,10/28/25,,
E,23,D,2325,V,1,2.49,4.3,5.8,5,,,,10/28/25,,
E,24,C,2585,V,1,1.71,5.6,5.4,6.8,,,,10/28/25,,
E,24,D,2502,V,1,2.74,3.8,6,5.1,,,,10/28/25,,
E,25,C,2080,V,1,3.81,11.5,7.6,8.2,,,,10/28/25,,
E,25,D,2067,V,1,3.45,10.5,6.1,6.8,,,,10/28/25,,
E,26,C,1623,,,,,,,,,,,,
E,26,D,2091,V,1,2.68,8.8,6.2,7,,,,10/28/25,,
E,27,C,1658,,,,,,,,,,,,
E,27,D,79,P,1,4.4,,,,0,26,8.4,8/7/25,8/7/25. 8/14/25,8/7 col. 3 frt. 8/14 col. 8 frt.
E,28,C,2637,P,1,1.63,,,,0,5,6.5,8/28/25,9/18/25. 9/24/25,9/18 col. 4 frt. 9/24 col. 1 frt.
E,28,D,1870,V,1,3.44,9.8,10.1,9.5,,,,10/28/25,,
E,29,C,2348,V,1,2.49,8.2,4.5,6.3,,,,,,
E,29,D,buffer,,,,,,,,,,,,
E,30,C,NA,,,,,,,,,,,,
E,30,D,buffer,,,,,,,,,,,,
E,41,C,2477,V,1,3.02,7.3,3,3.1,,,,10/28/25,,
E,41,D,2259,P,1,1.44,,,,0,5,6.4,9/11/25,9/18/25. 9/29/25,9/18 col. 2 frt. 9/29 col. 3 frt.
E,42,C,2473,V,1,2.23,6.5,4.8,6.2,,,,10/28/25,,not dead
E,42,D,2245,V,1,3.54,10,5.9,6,,,,10/28/25,,
E,43,C,2648,,,,,,,,,,,,
E,43,D,2134,V,1,3,11.1,6.8,6,,,,10/28/25,,
E,44,C,2426,V,1,2.65,8,4.8,6,,,,10/28/25,,
E,44,D,1763,V,1,3.31,20.1,6.1,4,,,,10/28/25,,
E,45,C,buffer,,,,,,,,,,,,
E,45,D,buffer,,,,,,,,,,,,
E,46,C,2297,V,1,3.56,9.6,5.3,7.8,,,,10/28/25,,
E,46,D,2628,V,1,1.4,4.5,2.9,3,,,,10/28/25,,
E,47,C,2594,V,1,2.77,11.4,6.1,5.4,,,,10/28/25,,
E,47,D,2011,V,1,2.97,5.8,5.5,6,,,,10/28/25,,powdery mildew
E,48,C,2081,V,1,2.46,11.5,5.5,4.8,,,,10/28/25,,
E,48,D,2568,,,,,,,,,,,,
E,49,C,380,P,1,1.75,,,,0,6,7.6,8/7/25,8/14/25. 8/28/25,8/14 col. 3 frt. 8/28 col. 3 frt.
E,49,D,2600,V,1,2.17,10.6,4.3,5.1,,,,10/28/25,,
E,50,C,1809,V,1,2.34,6.8,6,3.8,,,,10/28/25,,molded leaves
E,50,D,2308,V,1,2.56,11.5,3,3,,,,10/28/25,,
E,51,C,1715,P,1,2.14,,,,0,2,5.1,8/28/25,9/4/25,9/4 col. 1 frt.
E,51,D,2385,,,,,,,,,,,,
E,52,C,buffer,,,,,,,,,,,,
E,52,D,buffer,,,,,,,,,,,,
F,1,A,buffer,,,,,,,,,,,,
F,1,B,buffer,,,,,,,,,,,,
F,2,A,buffer,,,,,,,,,,,,
F,2,B,buffer,,,,,,,,,,,,
F,3,A,buffer,,,,,,,,,,,,
F,3,B,buffer,,,,,,,,,,,,
F,4,A.,1842,V,1,3.32,5.3,5,5.4,,,,10/28/25,,
F,4,B,2528,V,1,2.96,9.2,6.5,3.8,,,,10/28/25,,
F,5,A,1783,,,,,,,,,,,,
F,5,B,NA,,,,,,,,,,,,
F,6,A,2333,V,1,3.99,27,8,7.8,,,,10/28/25,,
F,6,B,2377,,,,,,,,,,,,
F,7,A,1859,V,1,1.56,4.4,3.3,3.1,,,,10/28/25,,
F,7,S,buffer,,,,,,,,,,,,
