bed,row,col,Unique.ID,phen,total. branch,diam.mm,height. cm,overhd. diam,overhd. perp,num. flw,num. fruit,long.fruit .cm,survey.date,collected.date,survey.notes
F,8,A,2048,V,1,2.11,6.1,4.8,2.5,,,,10/28/25,,
F,8,B,2015,V,1,2.26,7.3,6,5.3,,,,10/28/25,,
F,9,A,2449,,,,,,,,,,,,
F,9,B,1892,,,,,,,,,,,,
F,10,A,2616,,,,,,,,,,,,
F,10,B,1659,V,1,2.08,4.6,6.5,3.8,,,,10/28/25,,
F,11,A,2288,P,1,2.09,,,,0,8,6,8/14/25,8/28. 9/4. 9/18. 9/24,8/28 col. 1 frt. 9/4 col. 2 frt. 9/18 col. 1 frt. 9/24 col. 4 frt.
F,11,B,2533,V,1,2.65,6.8,5.7,4,,,,10/28/25,,
F,12,A,2494,,,,,,,,,,,,
F,12,B,2136,V,1,2.32,6.7,7.4,4.6,,,,10/28/25,,
F,13,A,2109,V,1,2.49,4.3,6,5.8,,,,10/28/25,,
F,13,B,buffer,,,,,,,,,,,,
F,14,A,1662,,,,,,,,,,,,
F,14,B,2433,V,1,2.89,6.4,2.8,4,,,,10/28/25,,
F,15,A,2631,B,1,3.12,13,5.3,3.3,0,0,NA,10/28/25,,
F,15,B,2611,V,1,2.39,11.5,6.4,7.4,,,,10/28/25,,
F,16,A,1463,P,1,1.32,,,,0,7,4.7,7/18/25,8/28/25,8/28 col. all 4 frt.
F,16,B,2196,V,1,2.74,8.8,5.1,4.5,,,,10/28/25,,
F,17,A,2289,V,1,3.15,13.3,5.1,4.2,,,,10/28/25,,
F,17,B,1912,V,1,2.8,9,7,5.6,,,,10/28/25,,
F,18,A,2035,V,1,2.84,7.3,5.3,8.5,,,,10/28/25,,moldy leaves
F,18,B,2459,V,1,2.03,4.6,8,9.2,,,,10/28/25,,
F,19,A,1989,V,1,2.19,6.5,8,7.1,,,,10/28/25,,
F,19,B,2341,P,1,2.5,,,,0,3,6.7,8/28/25,9/24/25,9/24 col. 3 frt. 1 partially dehisced
F,20,A,buffer,,,,,,,,,,,,
F.,20,B,2603,,,,,,,,,,,,
F,21,A,2110,V,1,2.67,6.8,8.1,4,,,,10/28/25,,
F,21,B,2350,,,,,,,,,,,,
F,22,A,buffer,,,,,,,,,,,,
F,22,B,2010,V,1,2.93,8.6,10.5,9.6,,,,10/28/25,,
F,23,A,1602,V,1,3.6,11.5,11.8,9.3,,,,10/28/25,,
F,23,B,2462,,,,,,,,,,,,
F,24,A,2247,V,1,2.73,9.2,5.3,5.8,,,,10/28/25,,
F,24,B,2027,,1,2.68,5,7.3,6,,,,10/28/25,,
F,25,A,buffer,,,,,,,,,,,,
F,25,B,2530,V,1,3.12,6,4,5.8,,,,10/28/25,,
F,26,A,1811,X,,,,,,,,,10/28/25,,
F,26,B,1692,V,1,3.84,4.6,7.1,3,,,,10/28/25,,
F,27,A,2514,V,1,2.84,6.6,6.5,4.4,,,,10/28/25,,
F,27,B,2581,V,1,2.22,6.3,4.5,5,,,,10/28/25,,
F,28,A,1724,V,1,3.23,21.1,4.5,4.3,,,,10/28/25,,
F,28,B,2571,,,,,,,,,,,,
F,29,A,NA,,,,,,,,,,,,
F,29,B,NA,,,,,,,,,,,,
F,39,A,861,P,1,2.02,,,,0,5,4.97,8/7/25,8/7/25. 9/4/25,8/7 col. 2 frt. 9/4 col. 3 frt.
F,39,B,buffer,,,,,,,,,,,,
F,40,A,buffer,,,,,,,,,,,,
F,40,B,NA,,,,,,,,,,,,
F,41,A,1880,V,1,2.81,6.3,6,3.8,,,,10/28/25,,
F,41,B,buffer,,,,,,,,,,,,
F,42,A,1773,,,,,,,,,,,,
F,42,B,1924,,,,,,,,,,,,
F,43,A,1959,V,1,2.21,3,1.6,2.5,,,,10/28/25,,
F,43,B,2285,V,1,2.61,20.6,6.5,4.3,,,,10/28/25,,
F,44,A,2214,V,1,2.89,5.8,9.5,6.6,,,,10/28/25,,
F,44,B,2570,P,1,2.15,33.8,9.5,3.3,0,2,7.2,10/28/25,10/28/25,10/28 col. 1 frt.
F,45,A,1871,V,1,2.12,7.6,6.6,5.5,,,,10/28/25,,
F,45,B,2290,V,1,1.84,9.3,5.2,5.4,,,,10/28/25,,
F,46,A,buffer,,,,,,,,,,,,
F,46,B,buffer,,,,,,,,,,,,
F,47,A,buffer,,,,,,,,,,,,
F,47,B,buffer,,,,,,,,,,,,
F,1,C,buffer,,,,,,,,,,,,
F,1,D,buffer,,,,,,,,,,,,
F,2,C,buffer,,,,,,,,,,,,
F,2,D,buffer,,,,,,,,,,,,
F,3,C,buffer,,,,,,,,,,,,
F,3,D,buffer,,,,,,,,,,,,
F,4,C,2349,V,1,2.18,7.1,8,7.5,0,0,NA,10/28/25,,
F,4,D,2482,V,1,1.74,5.4,2.6,2.4,0,0,NA,10/28/25,,
F,5,C,1688,,,,,,,,,,,,
F,5,D,2497,V,1,2.02,8,4.8,4.3,0,0,NA,10/28/25,,
F,6,C,NA,,,,,,,,,,,,
F,6,D,565,P,1,1.25,25.7,2.7,2.1,0,2,2.3,10/28/25,10/28/25,10/28 col. 2 frt.
F,7,C,2002,V,1,1.86,6.5,4.6,3.4,0,0,NA,10/28/25,,
F,7,D,2117,,,,,,,,,,,,
F,8,C,buffer,,,,,,,,,,,,
F,8,D,2267,P,1,2.49,,,,0,1,7.5,8/28/25,9/4/25,9/4 col. 1 frt.
F,9,C,2087,V,1,2.84,8.4,9.1,6,0,0,NA,10/28/25,,aphids
F,9,D,2195,V,1,2.87,11.8,9,7.6,0,0,NA,10/28/25,,aphids
F,10,C,2189,X,,,,,,,,,,,10/28 dead
F,10,D,2474,V,1,2.3,7.8,4.8,5.4,0,0,NA,10/28/25,,powdery mildew
F,11,C,2281,V,1,3.29,16.6,8.3,7.3,0,0,NA,10/28/25,,
F,11,D,2511,V,1,2.72,8.3,10.1,8.8,0,0,NA,10/28/25,10/28/25,
F,12,C,2246,V,1,2.89,10.6,8.5,7.4,0,0,NA,10/28/25,,
F,12,D,buffer,,,,,,,,,,,,
F,13,C,buffer,,,,,,,,,,,,
F,13,D,2481,,,,,,,,,,,,
F,14,C,2404,V,1,2.26,6.3,7.4,4.9,0,0,NA,10/28/25,,
F,14,D,2447,,,,,,,,,,,,
F,15,C,2334,P,1,2.44,22.3,5.3,4.4,1,2,3,10/28/25,10/28/25,10/28 col. 1 frt.
F,15,D,2371,V,1,1.76,4.6,5.2,4.4,0,0,NA,10/28/25,,
F,16,C,2294,V,1,2.01,7.6,5.1,4.3,0,0,NA,10/28/25,,aphids
F,16,D,2126,V,1,3.61,28,8.8,8.8,0,0,NA,10/28/25,,
F,17,C,1771,,,,,,,,,,,,
F,17,D,buffer,,,,,,,,,,,,
F,18,C,2298,V,1,2.83,7.7,9,4.4,0,0,NA,10/28/25,,
F,18,D,64,P,1,2.92,,,,0,23,5.5,7/25/25,7/25/25. 8/14/25. 8/21/25,"dehiscing, 7/25 col. 3 frt. 8/28 col. 3 frt."
F,19,C,2167,V,1,2.42,10.4,9.6,7.1,0,0,NA,10/28/25,,
F,19,D,2506,V,1,2.3,7.5,6.5,7.3,0,0,NA,10/28/25,,
F,20,C,2262,B,1,2.43,14.1,6,5.5,0,0,NA,10/28/25,,
F,20,D,381,P,1,2.37,,,,0,13,4.6,8/7/25,8/21/25. 8/28/25,dehiscing. collected 8/21. 8/28 3 fruit
F,21,C,1869,,,,,,,,,,,,
F,21,D,NA,,,,,,,,,,,,
F,22,C,buffer,,,,,,,,,,,,
F,22,D,2443,V,1,2.34,5.4,5.5,3.7,0,0,NA,10/28/25,,
F,23,C,2082,,,,,,,,,,,,
F,23,D,1843,V,1,2.06,5.1,7.4,6.6,0,0,NA,10/28/25,,powdery mildew
F,24,C,2271,,,,,,,,,,,,
F,24,D,2629,,,,,,,,,,,,
F,25,C,2545,V,1,2,4.1,5.5,5.4,0,0,NA,10/28/25,,
F,25,D,2448,,,,,,,,,,,,
F,26,C,2139,V,1,2.79,9.7,6.8,6,0,0,NA,10/28/25,,
F,26,D,2587,V,1,1.83,7.1,5.5,4.2,0,0,NA,10/28/25,,
F,27,C,2016,V,1,1.78,6.5,4.9,3.3,0,0,NA,10/28/25,,
F,27,D,1914,V,1,1.92,4.2,2.9,4.2,0,0,NA,10/28/25,,
F,28,C,2438,V,1,1.68,7.1,4.1,3.9,0,0,NA,10/28/25,,
F,28,D,2003,,,,,,,,,,,,
F,29,C,NA,,,,,,,,,,,,
F,29,D,NA,,,,,,,,,,,,
F,40,C,1983,V,1,1.79,6.5,4.8,3,0,0,NA,10/28/25,,
F,40,D,2529,V,1,2.49,7.3,7.1,5.9,0,0,NA,10/28/25,,
F,41,C,1693,V,1,3.89,3.7,7,4.8,0,0,NA,10/28/25,,
F,41,D,314,P,1,2.84,,,,0,13,5.5,8/14/25,8/28/25. 9/4/25,8/28 col. 3 frt. 9/4 col. 7 frt.
F,42,C,2013,,,,,,,,,,,,
F,42,D,2315,V,1,2.49,6.8,7.3,3.6,0,0,NA,10/28/25,,
F,43,C,2401,V,1,1.79,2.7,5.2,4.5,0,0,NA,10/28/25,,
F,43,D,1725,V,1,2.62,21.3,4.5,4.1,0,0,NA,10/28/25,,
F,44,C,buffer,,,,,,,,,,,,
F,44,D,2140,P,1,1.97,38.5,8.9,7.1,0,8,2.6,10/28/25,9/29. 10/28,9/29 col. 1 frt. 10/28 col. 3 frt.
F,45,C,2407,V,1,2.13,6.7,5.9,4.9,0,0,NA,10/28/25,,
F,45,D,2546,V,1,1.93,7.9,4.6,2.8,0,0,NA,10/28/25,,
F,46,C,buffer,,,,,,,,,,,,
F,46,D,buffer,,,,,,,,,,,,
F,47,C,buffer,,,,,,,,,,,,
F,47,D,buffer,,,,,,,,,,,,
G,1,A,buffer,,,,,,,,,,,,
G,1,B,buffer,,,,,,,,,,,,
G,2,A,buffer,,,,,,,,,,,,
G,2,B,buffer,,,,,,,,,,,,
G,3,A,buffer,,,,,,,,,,,,
G,3,B,buffer,,,,,,,,,,,,
G,4,A,2460,V,1,2.65,5.3,5,5.6,0,0,NA,10/28/25,,
G,4,B,2053,V,2,2.94,11,12.3,9.1,0,0,NA,10/28/25,,
G,5,A,1812,X,,,,,,,,,,,10/28 dead
G,5,B,2491,V,1,3.31,6.1,7.5,7.4,0,0,NA,10/28/25,,
G,6,A,2092,V,1,2.23,4.9,7,6.2,0,0,NA,10/28/25,,
G,6,B,1604,V,1,2.43,6.6,4.5,3.7,0,0,NA,10/28/25,,
G,7,A,2335,P,1,2.76,46.6,11.3,7.5,6,9,6.3,10/28/25,,10/28 col. 6 frt.
G,7,B,2351,V,1,2.83,10.2,8.6,5.5,0,0,NA,10/28/25,,
G,8,A,2513,,,,,,,,,,,,
G,8,B,2112,,,,,,,,,,,,
G,9,A,2299,V,1,3.56,9.8,7.5,6.6,0,0,NA,10/28/25,,
G,9,B,1845,V,1,2.36,10.8,11.9,8,0,O,NA,10/28/25,,aphids
G,10,A,2588,V,1,3.12,10.2,7.7,8.9,0,0,NA,10/28/25,,aphids
G,10,B,2248,,,,,,,,,,,,
G,11,A,2232,X,,,,,,,,,,,10/28 dead
G,11,B,2372,V,1,2.67,6.6,6.8,6.5,0,0,NA,10/28/25,,
G,12,A,2263,V,1,2.48,8.9,5.6,5.6,0,0,NA,10/28/25,,
G,12,B,2436,V,1,2.81,8.9,8,6.5,0,0,NA,10/28/25,,
G,13,A,2021,V,1,1.45,2.4,2.6,2.1,0,0,NA,10/28/25,,
G,13,B,buffer,,,,,,,,,,,,
G,14,A,2547,,,,,,,,,,,,
G,14,B,2250,V,1,3.16,10.2,6.9,7.8,0,0,NA,10/28/25,,
G,15,A,2280,,,,,,,,,,,,
G,15,B,1814,V,1,2.91,10.1,11.7,5.8,0,0,NA,10/28/25,,
G,16,A,1797,V,1,2.92,15.7,4,4.5,0,0,NA,10/28/25,,
G,16,B,2435,V,1,2.26,4.4,3.6,2.5,0,0,NA,10/28/25,,
G,17,A,2572,V,1,3.03,10.5,8.5,6.8,0,0,NA,10/28/25,,
G,17,B,1925,V,1,2.77,6.7,7.5,6.2,0,0,NA,10/28/25,,
G,18,A,2264,,,,,,,,,,,,
G,18,B,2508,V,1,1.94,6.7,6,5,0,0,NA,10/28/25,,
G,19,A,2441,X,,,,,,,,,,,10/28 dead
G,19,B,2215,V,1,2.6,6.6,6.4,5.3,0,0,NA,10/28/25,,
G,20,A,2599,,,,,,,,,,,,
G,20,B,2589,,,,,,,,,,,,
G,21,A,1846,V,1,0.98,3.4,1.5,1,0,0,NA,10/28/25,,
G,21,B,2184,P,1,2.22,22.6,7.7,5,2,6,4.7,10/28/25,,
G,22,A,2084,V,1,2.59,13.5,6.5,7.2,0,0,NA,10/28/25,,
G,22,B,2424,,,,,,,,,,,,
G,23,A,1776,P,1,1.72,,,,0,2,3.8,9/4/25,9/18/25,9/18 col. 1 frt.
G,23,B,2198,V,1,2.39,7.3,9.5,5.4,0,0,NA,10/28/25,,
G,24,A,1694,V,1,2.73,4.1,3.5,2.5,0,0,NA,10/28/25,,
G,24,B,2536,V,1,2.08,5.3,5.4,3.8,0,0,NA,10/28/25,,
G,25,A,2355,V,1,2.28,9.7,12.6,5.1,0,0,NA,10/28/25,,
G,25,B,2456,,,,,,,,,,,,
G,26,A,2561,V,1,2.02,7,3.9,3.6,0,0,NA,10/28/25,,
G,26,B,2496,,,,,,,,,,,,
G,27,A,buffer,,,,,,,,,,,,
G,27,B,2612,,,,,,,,,,,,
G,28,A,2144,V,1,2.74,8.8,6.8,3.6,0,0,NA,10/28/25,,
G,28,B,2565,V,1,2.78,8.2,6,4.9,0,0,NA,10/28/25,,
G,29,A,2251,V,1,2.69,10.7,6.3,5.8,0,0,NA,10/28/25,,
G,29,B,2216,V,1,1.78,6.3,3.8,3,0,0,NA,10/28/25,,
G,30,A,195,P,1,1.18,,,,0,1,1.5,7/25/25,NA,8/28 no fruit on plant
G,30,B,2157,V,1,3.85,18.8,5.5,5.2,0,0,NA,10/28/25,,
G,31,A,2469,V,1,2.44,7.3,7,6.8,0,0,NA,10/28/25,,
G,31,B,2615,V,1,1.78,5.8,5.8,2.7,0,0,NA,10/28/25,,
G,32,A,2287,V,1,3.22,10.6,8.8,8,0,0,NA,10/28/25,,
G,32,B,2199,V,1,2.61,10.6,6.8,5.8,0,0,NA,10/28/25,,
G,33,A,2465,P,1,1.28,12.6,7.2,3.8,0,1,3.2,10/28/25,,
G,33,B,2500,A,1,1.87,6.6,4,3.5,0,0,NA,10/28/25,,
G,34,A,1847,V,1,3.07,4.8,4.8,3,0,0,NA,10/28/25,,
G,34,B,2114,,1,2.3,6.4,5.8,3.9,0,0,NA,10/28/25,,
G,35,A,2535,V,1,1.97,6.3,5,4.5,0,0,NA,10/28/25,,
G,35,B,2188,,,,,,,,,,,,
G,36,A,2548,V,1,2.2,6.8,6.6,5.7,0,0,NA,10/28/25,,
G,36,B,1732,P,1,1.56,,,,0,4,3.4,9/4/25,,10/28 col. 3 frt.
G,37,A,buffer,,,,,,,,,,,,
G,37,B,2527,,,,,,,,,,,,
G,38,A,1697,V,1,2.71,3.9,4.3,3.9,0,0,NA,10/28/25,,
G,38,B,1330,P,1,2.54,,,,0,6,5,8/21/25,8/28/25. 9/4/25. 9/29/25,8/28 col. 3 frt. 9/4 col. 1 frt. 9/29 col. 1 frt.
G,39,A,2618,,,,,,,,,,,,
G,39,B,2094,V,1,1.91,4.4,7,5.1,0,0,NA,10/28/25,,
G,40,A,2171,V,1,2.41,12.6,6.4,4.1,0,0,NA,10/28/25,,
G,40,B,2270,V,1,1.98,13.7,4.9,3.1,0,0,NA,10/28/25,,
G,41,A,2229,V,1,2.76,9,5,3.3,0,0,NA,10/28/25,,
G,41,B,706,P,1,2.08,,,,0,7,4.7,8/7/25,8/28/25. 9/4/25,8/28 col. 5 frt. 9/4 col. 4 frt.
G,42,A,buffer,,,,,,,,,,,,
G,42,B,1464,P,1,1.92,,,,0,11,5.9,8/7/25,8/28/25. 9/4/25,8/28 col. 6 frt. 9/4 col. 3 frt. 2 missing
G,43,A,buffer,,,,,,,,,,,,
G,44,A,buffer,,,,,,,,,,,,
G,44,B,buffer,,,,,,,,,,,,
G,45,A,buffer,,,,,,,,,,,,
G,45,B,buffer,,,,,,,,,,,,
G,1,C,buffer,,,,,,,,,,,,
G,1,D,buffer,,,,,,,,,,,,
G,2,C,buffer,,,,,,,,,,,,
G,2,D,buffer,,,,,,,,,,,,
G,3,C,buffer,,,,,,,,,,,,
G,3,D,buffer,,,,,,,,,,,,
G,4,C,2632,,,,,,,,,,,,
G,4,D,1100,P,1,4.65,,,,0,58,5.6,8/28/25,8/28/25. 9/18/25,8/28 col. 5 frt. 9/18 col. 5 frt. 8/28 still has buds but no flowers & some frt fell to ground. other frt heavily dehisced - measured ann. census to be safe. can update measurements if buds succeed.
G,5,C,2083,B,1,3,20.6,5.5,3.1,0,0,NA,10/28/25,,
G,5,D,YO7_5_7,P,1,1.22,,,,0,3,3.1,7/27/25,8/14/25,8/14 col. 3 frt. 1 dehiscing
G,6,C,2537,V,1,2.47,7.4,8.8,6.5,,,,10/28/25,,
G,6,D,2560,V,1,1.91,3.6,3,3.5,,,,10/28/25,,
G,7,C,2306,,,,,,,,,,,,
G,7,D,2024,V,1,3.43,5.3,5.6,3.7,,,,,10/28/25,
G,8,C,2598,V,1,2.18,6.1,6,5.3,,,,10/28/25,,
G,8,D,530,P,1,1.73,,,,0,1,1.1,8/7/25,NA,8/7 fruit viability? 8/14 1 fruit missing
G,9,C,2008,V,1,2.83,7.1,6.6,6,,,,10/28/25,,
G,9,D,buffer,,,,,,,,,,,,
G,10,C,2197,V,1,2.49,7.4,7.5,4.3,,,,10/28/25,,
G,10,D,buffer,,,,,,,,,,,,
G,11,C,2495,V,1,2.04,8.5,4.3,3,,,,10/28/25,,
G,11,D,2089,V,1,2.79,6,5.5,4.2,,,,10/28/25,,
G,12,C,buffer,,,,,,,,,,,,
G,12,D,buffer,,,,,,,,,,,,
G,13,C,2645,V,1,2.9,18.1,5.5,4.8,,,,10/28/25,,
G,13,D,1729,V,1,3.12,15.2,5.4,5.5,,,,10/28/25,,
G,14,C,2142,V,1,2.77,9.1,6.2,5,,,,10/28/25,,
G,14,D,2352,,,,,,,,,,,,
G,15,C,NA,,,,,,,,,,,,
G,15,D,2639,,,,,,,,,,,,
G,16,C,1979,V,1,2.73,6.8,4.6,3.6,,,,10/28/25,,
G,16,D,1863,V,1,2.63,4.8,2.6,3.5,,,,10/28/25,,
G,17,C,2517,,,,,,,,,,,,
G,17,D,NA,,,,,,,,,,,,
G,18,C,2300,V,1,2.58,5.3,5.7,5.5,,,,10/28/25,,
G,18,D,2553,V,1,1.75,4.5,3.4,3.9,,,,10/28/25,,
G,19,C,2464,,,,,,,,,,,,
G,19,D,2556,X,,,,,,,,,10/28/25,,
G,20,C,2614,,,,,,,,,,,,
G,20,D,2295,V,1,2.42,10.5,5.7,5.4,,,,10/28/25,,
G,21,C,2233,V,1,2.72,6.6,6.5,5.5,,,,10/28/25,,
G,21,D,2336,V,1,2.95,8,6.3,6,,,,10/28/25,,
G,22,C,2439,V,1,2.76,6.1,5.3,6.1,,,,10/28/25,,
G,22,D,NA,,,,,,,,,,,,
G,23,C,buffer,,,,,,,,,,,,
G,23,D,NA,,,,,,,,,,,,
G,24,C,2093,V,1,2.42,4,6,2.3,,,,10/28/25,,
G,24,D,2327,V,1,2.27,3.9,4.2,3.5,,,,10/28/25,,
G,25,C,1891,V,1,3.23,5,5.3,3.4,,,,10/28/25,,
G,25,D,1991,,,,,,,,,,,,
G,26,C,2650,,,,,,,,,,,,
G,26,D,2313,V,1,2.73,4.6,7.3,5,,,,10/28/25,,
G,27,C,1890,,,,,,,,,,,,
G,27,D,2562,,,,,,,,,,,,
G,28,C,2590,,,,,,,,,,,,
G,28,D,2310,V,1,2.28,4.8,2.5,1.8,,,,10/28/25,,
G,29,C,2074,V,1,1.88,4.5,5.3,4.5,,,,10/28/25,,
G,29,D,NA,,,,,,,,,,,,
G,30,C,2635,V,1,2,14.2,6,4.5,,,,10/28/25,,stem broken
G,30,D,2575,,,,,,,,,,,,
G,31,C,2019,,,,,,,,,,,,
G,31,D,1765,V,1,2.38,15.5,5.6,4.8,,,,10/28/25,,
G,32,C,1815,V,1,2.5,4.3,7,4.5,,,,10/28/25,,
G,32,D,1872,V,1,2.42,5.8,4.5,3,,,,10/28/25,,
G,33,C,2421,V,1,2.6,5.6,4.5,3.5,,,,10/28/25,,
G,33,D,2604,,,,,,,,,,,,
G,34,C,238,P,1,2.02,,,,0,7,3.2,8/14/25,8/28/25. 9/4/25,8/28 col. 4 frts. 9/4 col. 1 frts. 1 fruit missing
G,34,D,2275,P,1,1.62,,,,0,2,4,8/28/25,9/4/25,9/4. col. 2 frts.
G,35,C,1394,P,1,1.9,,,,0,4,4.6,7/18/25,9/4/25,9/4 col. 4 frts.
G,35,D,2301,V,1,2.87,6.5,4.7,3.7,,,,10/28/25,,
G,36,C,1240,P,1,1.63,,,,0,4,3.3,8/7/25,9/4/25,2 fruits small; 9/4 cdl. 2 frts. 2 fruit missing
G,36,D,733,P,1,2.22,,,,0,6,4.5,8/14/25,8/28/25. 9/4/25,8/28 col. 3 frts; 9/4 col. 2 frts. 1 fruit missing
G,37,C,2049,,,,,,,,,,,,
G,37,D,261,P,1,1.68,,,,0,4,4.8,9/4/25,9/4/25,9/4 col. 3 frt.
G,38,C,1930,V,1,2.66,6.6,5.5,5.6,,,,10/28/25,,
G,38,D,1447,P,1,1.95,,,,0,10,4.8,7/18/25,8/14/25,8/14 col. 9 frt. 8/28 no fruit left
G,39,C,2321,V,1,1.96,6.7,3.5,3.3,,,,10/28/25,,
G,39,D,2337,X,,,,,,,,,10/28/25,,
G,40,C,2293,V,1,2.68,1,NA,NA,,,,10/28/25,,only stem left
G,40,D,1624,V,1,3.81,9.2,4.3,4.5,,,,10/28/25,,
G,41,C,2378,V,1,2.71,9,5,3.8,,,,10/28/25,,
G,41,D,2512,V,1,1.16,2.8,2.5,2.3,,,,10/28/25,,
G,42,C,2358,V,1,3.41,0.5,NA,NA,,,,10/28/25,,only stem left
G,42,D,buffer,,,,,,,,,,,,
G,44,C,buffer,,,,,,,,,,,,
G,44,D,buffer,,,,,,,,,,,,
G,45,C,buffer,,,,,,,,,,,,
G,45,D,buffer,,,,,,,,,,,,
H,23,B,734,P,1,2.31,,,,0,14,6,8/7/25,9/4/25,10 fruit collected
I,9,B,391,P,1,1.94,,,,0,5,5.8,8/14/25,9/29/25,9/29 col.1 frt.
I,10,A,1272,P,1,1.09,,,,0,3,4,7/18/25,8/7/25,
I,11,A,1250,P,1,1.42,,,,0,2,5.1,7/18/25,8/14/25,8/14 col. 1 frt. 1 frt missing.